County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total Votes
Fulton,08G,3086.0,112.0,463.0,232.0,0.0,807.0,103.0,586.0,470.0,5.0,1164.0,3.0,22.0,20.0,0.0,45.0,2016.0
Fulton,08H,2556.0,104.0,763.0,306.0,3.0,1176.0,33.0,474.0,394.0,0.0,901.0,4.0,16.0,4.0,0.0,24.0,2101.0
Fulton,08J,3344.0,152.0,823.0,228.0,4.0,1207.0,80.0,916.0,388.0,5.0,1389.0,12.0,23.0,12.0,0.0,47.0,2643.0
Fulton,08K,1049.0,70.0,176.0,63.0,0.0,309.0,29.0,301.0,178.0,0.0,508.0,3.0,14.0,5.0,0.0,22.0,839.0
Fulton,08L,4505.0,159.0,692.0,207.0,6.0,1064.0,133.0,1243.0,739.0,17.0,2132.0,17.0,37.0,24.0,0.0,78.0,3274.0
Fulton,08M,2295.0,144.0,712.0,226.0,5.0,1087.0,54.0,408.0,223.0,3.0,688.0,5.0,10.0,5.0,0.0,20.0,1795.0
Fulton,08N1,824.0,29.0,270.0,103.0,1.0,403.0,9.0,150.0,101.0,2.0,262.0,1.0,4.0,1.0,0.0,6.0,671.0
Fulton,08N2,1616.0,48.0,303.0,161.0,1.0,513.0,43.0,377.0,246.0,1.0,667.0,4.0,8.0,10.0,0.0,22.0,1202.0
Fulton,08P,1887.0,39.0,115.0,54.0,4.0,212.0,105.0,577.0,207.0,6.0,895.0,7.0,23.0,4.0,1.0,35.0,1142.0
Fulton,09A,3856.0,82.0,464.0,119.0,3.0,668.0,143.0,1334.0,533.0,5.0,2015.0,12.0,31.0,25.0,1.0,69.0,2752.0
Fulton,09B,464.0,2.0,2.0,2.0,0.0,6.0,27.0,80.0,65.0,0.0,172.0,1.0,2.0,0.0,0.0,3.0,181.0
Fulton,09C,3353.0,18.0,28.0,14.0,1.0,61.0,250.0,857.0,441.0,26.0,1574.0,12.0,15.0,13.0,0.0,40.0,1675.0
Fulton,09D,2299.0,11.0,18.0,12.0,0.0,41.0,218.0,428.0,277.0,10.0,933.0,7.0,10.0,9.0,0.0,26.0,1000.0
Fulton,09E,3261.0,35.0,71.0,20.0,2.0,128.0,245.0,921.0,305.0,3.0,1474.0,9.0,21.0,7.0,0.0,37.0,1639.0
Fulton,09F,3917.0,112.0,779.0,267.0,6.0,1164.0,106.0,1095.0,549.0,0.0,1750.0,11.0,31.0,10.0,1.0,53.0,2967.0
Fulton,09G,3943.0,129.0,362.0,146.0,6.0,643.0,168.0,1352.0,567.0,8.0,2095.0,13.0,39.0,17.0,1.0,70.0,2808.0
Fulton,09H,1185.0,19.0,48.0,20.0,0.0,87.0,63.0,387.0,151.0,1.0,602.0,7.0,12.0,5.0,0.0,24.0,713.0
Fulton,09I,1397.0,11.0,22.0,1.0,0.0,34.0,130.0,244.0,173.0,1.0,548.0,9.0,6.0,3.0,1.0,19.0,601.0
Fulton,09K,4002.0,13.0,50.0,16.0,0.0,79.0,252.0,835.0,457.0,11.0,1555.0,16.0,36.0,9.0,0.0,61.0,1695.0
Fulton,09K1,1518.0,6.0,15.0,3.0,0.0,24.0,101.0,306.0,38.0,2.0,447.0,7.0,8.0,1.0,0.0,16.0,487.0
Fulton,09M,2578.0,41.0,245.0,62.0,0.0,348.0,88.0,1093.0,334.0,0.0,1515.0,6.0,46.0,7.0,0.0,59.0,1922.0
Fulton,10A,3186.0,12.0,30.0,10.0,0.0,52.0,235.0,944.0,517.0,16.0,1712.0,5.0,19.0,11.0,0.0,35.0,1799.0
Fulton,10B,3965.0,13.0,41.0,17.0,1.0,72.0,224.0,1471.0,853.0,9.0,2557.0,7.0,26.0,11.0,0.0,44.0,2673.0
Fulton,10C,2598.0,10.0,12.0,12.0,0.0,34.0,125.0,681.0,295.0,15.0,1116.0,10.0,21.0,2.0,1.0,34.0,1184.0
Fulton,10D,4968.0,30.0,30.0,21.0,13.0,94.0,283.0,1126.0,519.0,135.0,2063.0,14.0,32.0,8.0,6.0,60.0,2217.0
Fulton,10E,1084.0,5.0,15.0,9.0,0.0,29.0,90.0,289.0,175.0,3.0,557.0,4.0,5.0,2.0,0.0,11.0,597.0
Fulton,10F,1208.0,8.0,12.0,4.0,0.0,24.0,119.0,304.0,197.0,13.0,633.0,2.0,5.0,0.0,1.0,8.0,665.0
Fulton,10G,1332.0,13.0,15.0,5.0,0.0,33.0,91.0,507.0,231.0,3.0,832.0,2.0,6.0,9.0,1.0,18.0,883.0
Fulton,10H1,439.0,1.0,5.0,1.0,0.0,7.0,26.0,151.0,75.0,14.0,266.0,2.0,1.0,2.0,0.0,5.0,278.0
Fulton,10H2,2623.0,7.0,21.0,11.0,0.0,39.0,171.0,535.0,314.0,13.0,1033.0,6.0,22.0,11.0,0.0,39.0,1111.0
Fulton,10I,331.0,4.0,6.0,1.0,0.0,11.0,12.0,157.0,87.0,0.0,256.0,1.0,1.0,0.0,0.0,2.0,269.0
Fulton,10J,1238.0,10.0,6.0,6.0,0.0,22.0,143.0,186.0,122.0,12.0,463.0,3.0,6.0,4.0,0.0,13.0,498.0
Fulton,10K,1614.0,8.0,31.0,6.0,0.0,45.0,100.0,548.0,298.0,4.0,950.0,9.0,13.0,0.0,0.0,22.0,1017.0
Fulton,10M,2880.0,9.0,27.0,18.0,0.0,54.0,236.0,854.0,411.0,12.0,1513.0,14.0,14.0,11.0,1.0,40.0,1607.0
Fulton,10P,1607.0,11.0,11.0,6.0,0.0,28.0,137.0,330.0,228.0,4.0,699.0,8.0,6.0,6.0,1.0,21.0,748.0
Fulton,10R,928.0,3.0,7.0,3.0,1.0,14.0,97.0,193.0,74.0,11.0,375.0,4.0,8.0,1.0,2.0,15.0,404.0
Fulton,11B,4395.0,17.0,40.0,14.0,4.0,75.0,326.0,1328.0,812.0,33.0,2499.0,10.0,16.0,11.0,0.0,37.0,2611.0
Fulton,11B1,894.0,6.0,8.0,1.0,0.0,15.0,71.0,289.0,27.0,5.0,392.0,1.0,5.0,0.0,0.0,6.0,413.0
Fulton,11C,3149.0,11.0,26.0,9.0,0.0,46.0,155.0,1333.0,569.0,13.0,2070.0,6.0,24.0,3.0,0.0,33.0,2149.0
Fulton,11E1,1340.0,13.0,19.0,6.0,3.0,41.0,110.0,382.0,161.0,17.0,670.0,5.0,6.0,3.0,0.0,14.0,725.0
Fulton,11E2,1003.0,6.0,9.0,3.0,0.0,18.0,73.0,338.0,154.0,4.0,569.0,4.0,7.0,4.0,0.0,15.0,602.0
Fulton,11E3,3605.0,12.0,39.0,5.0,3.0,59.0,265.0,1350.0,335.0,14.0,1964.0,8.0,18.0,3.0,0.0,29.0,2052.0
Fulton,11G,2556.0,8.0,33.0,10.0,3.0,54.0,107.0,466.0,301.0,27.0,901.0,8.0,15.0,7.0,2.0,32.0,987.0
Fulton,11H,753.0,6.0,7.0,7.0,0.0,20.0,45.0,184.0,127.0,5.0,361.0,5.0,3.0,4.0,0.0,12.0,393.0
Fulton,11J,2092.0,13.0,20.0,8.0,2.0,43.0,172.0,503.0,319.0,19.0,1013.0,8.0,13.0,7.0,3.0,31.0,1087.0
Fulton,11K,2045.0,9.0,22.0,11.0,4.0,46.0,139.0,612.0,381.0,9.0,1141.0,6.0,13.0,6.0,1.0,26.0,1213.0
Fulton,11M,1380.0,8.0,8.0,4.0,1.0,21.0,98.0,571.0,357.0,10.0,1036.0,4.0,5.0,1.0,0.0,10.0,1067.0
Fulton,11M1,2190.0,10.0,24.0,0.0,2.0,36.0,132.0,517.0,56.0,24.0,729.0,5.0,11.0,0.0,1.0,17.0,782.0
Fulton,11N,2431.0,11.0,27.0,19.0,2.0,59.0,184.0,802.0,426.0,2.0,1414.0,9.0,14.0,9.0,0.0,32.0,1505.0
Fulton,11P,2095.0,5.0,11.0,13.0,3.0,32.0,129.0,548.0,372.0,11.0,1060.0,4.0,9.0,14.0,1.0,28.0,1120.0
Fulton,11R,2253.0,6.0,16.0,6.0,1.0,29.0,117.0,450.0,222.0,5.0,794.0,4.0,8.0,9.0,0.0,21.0,844.0
Fulton,12A,4971.0,40.0,95.0,35.0,2.0,172.0,276.0,1594.0,715.0,23.0,2608.0,9.0,39.0,19.0,2.0,69.0,2849.0
Fulton,12A1,690.0,6.0,13.0,2.0,2.0,23.0,34.0,300.0,19.0,6.0,359.0,6.0,8.0,3.0,0.0,17.0,399.0
Fulton,12D,1408.0,11.0,18.0,4.0,0.0,33.0,95.0,336.0,131.0,2.0,564.0,5.0,7.0,2.0,0.0,14.0,611.0
Fulton,12E1,1906.0,12.0,19.0,27.0,0.0,58.0,114.0,292.0,227.0,4.0,637.0,4.0,13.0,7.0,0.0,24.0,719.0
Fulton,12F,1229.0,6.0,17.0,4.0,0.0,27.0,110.0,289.0,85.0,2.0,486.0,4.0,7.0,0.0,0.0,11.0,524.0
Fulton,12G,885.0,3.0,11.0,12.0,0.0,26.0,57.0,182.0,174.0,1.0,414.0,0.0,2.0,2.0,0.0,4.0,444.0
Fulton,12H1,1170.0,3.0,12.0,6.0,0.0,21.0,94.0,167.0,71.0,12.0,344.0,6.0,6.0,2.0,0.0,14.0,379.0
Fulton,12H2,2998.0,18.0,18.0,11.0,0.0,47.0,274.0,683.0,381.0,10.0,1348.0,8.0,20.0,4.0,0.0,32.0,1427.0
Fulton,12I,1079.0,5.0,9.0,3.0,4.0,21.0,55.0,223.0,147.0,41.0,466.0,3.0,14.0,3.0,1.0,21.0,508.0
Fulton,12J,3154.0,18.0,27.0,10.0,3.0,58.0,246.0,702.0,331.0,29.0,1308.0,11.0,10.0,7.0,1.0,29.0,1395.0
Fulton,12K,3620.0,14.0,54.0,21.0,4.0,93.0,194.0,923.0,351.0,8.0,1476.0,11.0,37.0,9.0,0.0,57.0,1626.0
Fulton,12L,774.0,0.0,10.0,3.0,1.0,14.0,56.0,133.0,65.0,4.0,258.0,2.0,2.0,5.0,0.0,9.0,281.0
Fulton,12M,2990.0,22.0,17.0,7.0,2.0,48.0,343.0,625.0,299.0,21.0,1288.0,16.0,19.0,7.0,2.0,44.0,1380.0
Fulton,12N,1134.0,6.0,5.0,5.0,1.0,17.0,91.0,218.0,77.0,11.0,397.0,4.0,6.0,1.0,1.0,12.0,426.0
Fulton,12S,2079.0,10.0,15.0,5.0,1.0,31.0,163.0,567.0,233.0,14.0,977.0,3.0,11.0,7.0,0.0,21.0,1029.0
Fulton,AP01A,5236.0,178.0,1355.0,471.0,0.0,2004.0,119.0,1191.0,724.0,4.0,2038.0,10.0,22.0,26.0,0.0,58.0,4100.0
Fulton,AP01B,1281.0,42.0,252.0,96.0,5.0,395.0,28.0,279.0,139.0,4.0,450.0,5.0,13.0,6.0,1.0,25.0,870.0
Fulton,AP01C,2409.0,79.0,697.0,177.0,7.0,960.0,50.0,518.0,314.0,5.0,887.0,15.0,21.0,5.0,0.0,41.0,1888.0
Fulton,AP01D,1015.0,31.0,189.0,66.0,0.0,286.0,37.0,214.0,125.0,0.0,376.0,3.0,8.0,8.0,0.0,19.0,681.0
Fulton,AP021,3408.0,163.0,915.0,234.0,1.0,1313.0,101.0,768.0,324.0,3.0,1196.0,10.0,38.0,16.0,0.0,64.0,2573.0
Fulton,AP022,2507.0,86.0,501.0,203.0,0.0,790.0,95.0,500.0,343.0,0.0,938.0,6.0,24.0,12.0,0.0,42.0,1770.0
Fulton,AP02B,677.0,28.0,90.0,89.0,5.0,212.0,10.0,129.0,117.0,4.0,260.0,2.0,5.0,4.0,0.0,11.0,483.0
Fulton,AP03,775.0,26.0,54.0,13.0,1.0,94.0,72.0,183.0,56.0,5.0,316.0,7.0,3.0,4.0,1.0,15.0,425.0
Fulton,AP04A,1760.0,80.0,504.0,224.0,5.0,813.0,41.0,347.0,211.0,4.0,603.0,8.0,15.0,6.0,0.0,29.0,1445.0
Fulton,AP04B,473.0,40.0,152.0,24.0,0.0,216.0,6.0,106.0,58.0,4.0,174.0,1.0,7.0,1.0,2.0,11.0,401.0
Fulton,AP05,4776.0,279.0,1235.0,461.0,6.0,1981.0,99.0,1019.0,639.0,5.0,1762.0,5.0,30.0,15.0,1.0,51.0,3794.0
Fulton,AP06,1967.0,117.0,647.0,170.0,14.0,948.0,42.0,360.0,217.0,0.0,619.0,6.0,19.0,5.0,0.0,30.0,1597.0
Fulton,AP07A,3910.0,185.0,899.0,303.0,11.0,1398.0,112.0,782.0,464.0,9.0,1367.0,12.0,41.0,19.0,8.0,80.0,2845.0
Fulton,AP07B,1882.0,62.0,534.0,173.0,11.0,780.0,44.0,423.0,218.0,8.0,693.0,3.0,11.0,7.0,1.0,22.0,1495.0
Fulton,AP09A,4437.0,207.0,995.0,365.0,6.0,1573.0,134.0,1054.0,601.0,6.0,1795.0,23.0,37.0,19.0,0.0,79.0,3447.0
Fulton,AP09B,925.0,43.0,167.0,43.0,0.0,253.0,19.0,245.0,167.0,2.0,433.0,1.0,11.0,3.0,0.0,15.0,701.0
Fulton,AP10,992.0,44.0,335.0,99.0,23.0,501.0,22.0,175.0,89.0,11.0,297.0,8.0,9.0,5.0,3.0,25.0,823.0
Fulton,AP12A,746.0,29.0,121.0,36.0,2.0,188.0,38.0,173.0,81.0,12.0,304.0,1.0,8.0,4.0,0.0,13.0,505.0
Fulton,AP12B,947.0,25.0,100.0,66.0,4.0,195.0,50.0,211.0,123.0,3.0,387.0,4.0,10.0,2.0,1.0,17.0,599.0
Fulton,AP12C,2367.0,96.0,694.0,195.0,11.0,996.0,59.0,458.0,196.0,6.0,719.0,8.0,23.0,4.0,1.0,36.0,1751.0
Fulton,AP14,3232.0,99.0,846.0,269.0,6.0,1220.0,65.0,753.0,501.0,3.0,1322.0,11.0,24.0,20.0,0.0,55.0,2597.0
Fulton,CH01,376.0,14.0,29.0,14.0,1.0,58.0,8.0,100.0,35.0,3.0,146.0,1.0,4.0,1.0,0.0,6.0,210.0
Fulton,CH02,338.0,33.0,81.0,33.0,0.0,147.0,14.0,49.0,34.0,0.0,97.0,1.0,2.0,1.0,0.0,4.0,248.0
Fulton,CH03,410.0,52.0,117.0,34.0,0.0,203.0,13.0,60.0,23.0,0.0,96.0,3.0,5.0,1.0,0.0,9.0,308.0
Fulton,CH04A,825.0,47.0,226.0,67.0,0.0,340.0,16.0,212.0,89.0,0.0,317.0,1.0,9.0,3.0,0.0,13.0,670.0
Fulton,CH05,429.0,46.0,136.0,49.0,0.0,231.0,7.0,46.0,36.0,0.0,89.0,2.0,4.0,4.0,0.0,10.0,330.0
Fulton,CP011,1353.0,21.0,98.0,28.0,1.0,148.0,80.0,359.0,149.0,8.0,596.0,7.0,10.0,2.0,1.0,20.0,764.0
Fulton,CP012,1469.0,10.0,116.0,28.0,1.0,155.0,79.0,479.0,189.0,5.0,752.0,3.0,13.0,6.0,0.0,22.0,929.0
Fulton,CP01B,422.0,8.0,48.0,15.0,0.0,71.0,16.0,121.0,36.0,1.0,174.0,2.0,4.0,3.0,0.0,9.0,254.0
Fulton,CP02,1208.0,13.0,44.0,18.0,0.0,75.0,74.0,350.0,155.0,1.0,580.0,6.0,7.0,5.0,0.0,18.0,673.0
Fulton,CP04A,13.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
Fulton,CP04B,38.0,0.0,1.0,1.0,0.0,2.0,2.0,6.0,7.0,0.0,15.0,0.0,1.0,1.0,0.0,2.0,19.0
Fulton,CP051,1756.0,7.0,17.0,9.0,0.0,33.0,139.0,527.0,251.0,0.0,917.0,8.0,12.0,0.0,0.0,20.0,970.0
Fulton,CP05B,153.0,2.0,2.0,1.0,0.0,5.0,17.0,40.0,10.0,4.0,71.0,1.0,0.0,0.0,1.0,2.0,78.0
Fulton,CP06A,732.0,5.0,8.0,1.0,1.0,15.0,50.0,128.0,38.0,0.0,216.0,1.0,3.0,1.0,0.0,5.0,236.0
Fulton,CP07B,7.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
Fulton,CP07C,323.0,1.0,1.0,0.0,0.0,2.0,17.0,42.0,10.0,0.0,69.0,0.0,2.0,0.0,0.0,2.0,73.0
Fulton,CP07D,790.0,3.0,6.0,3.0,0.0,12.0,56.0,122.0,35.0,0.0,213.0,5.0,3.0,2.0,0.0,10.0,235.0
Fulton,CP07E,127.0,0.0,1.0,0.0,0.0,1.0,18.0,18.0,3.0,0.0,39.0,1.0,1.0,0.0,0.0,2.0,42.0
Fulton,CP07F,266.0,1.0,1.0,0.0,0.0,2.0,20.0,35.0,5.0,0.0,60.0,2.0,1.0,0.0,0.0,3.0,65.0
Fulton,CP081,373.0,5.0,3.0,0.0,0.0,8.0,29.0,52.0,12.0,5.0,98.0,2.0,1.0,1.0,0.0,4.0,110.0
Fulton,CP083,240.0,2.0,1.0,0.0,0.0,3.0,11.0,20.0,3.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,37.0
Fulton,CP084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fulton,CP08A,756.0,7.0,2.0,1.0,0.0,10.0,59.0,82.0,25.0,0.0,166.0,1.0,3.0,2.0,0.0,6.0,182.0
Fulton,EP01A,2978.0,26.0,91.0,30.0,2.0,149.0,171.0,928.0,333.0,13.0,1445.0,10.0,33.0,5.0,0.0,48.0,1642.0
Fulton,EP01B,3473.0,29.0,69.0,28.0,0.0,126.0,198.0,920.0,438.0,9.0,1565.0,9.0,31.0,11.0,1.0,52.0,1743.0
Fulton,EP02A,2407.0,14.0,28.0,20.0,3.0,65.0,149.0,545.0,292.0,16.0,1002.0,6.0,13.0,8.0,0.0,27.0,1094.0
Fulton,EP02B,1679.0,20.0,98.0,43.0,0.0,161.0,83.0,610.0,269.0,1.0,963.0,2.0,13.0,5.0,0.0,20.0,1144.0
Fulton,EP02C,522.0,6.0,28.0,9.0,0.0,43.0,15.0,180.0,62.0,0.0,257.0,1.0,6.0,4.0,0.0,11.0,311.0
Fulton,EP02D,420.0,4.0,5.0,1.0,0.0,10.0,29.0,156.0,49.0,0.0,234.0,0.0,0.0,1.0,0.0,1.0,245.0
Fulton,EP02E,1668.0,6.0,35.0,9.0,0.0,50.0,103.0,419.0,156.0,0.0,678.0,3.0,18.0,8.0,0.0,29.0,757.0
Fulton,EP03A,4925.0,40.0,77.0,53.0,0.0,170.0,291.0,1539.0,790.0,8.0,2628.0,10.0,27.0,18.0,0.0,55.0,2853.0
Fulton,EP03B,1547.0,10.0,41.0,12.0,0.0,63.0,68.0,595.0,338.0,5.0,1006.0,4.0,7.0,1.0,0.0,12.0,1081.0
Fulton,EP04A,5020.0,28.0,47.0,21.0,1.0,97.0,445.0,1320.0,649.0,34.0,2448.0,15.0,21.0,12.0,1.0,49.0,2594.0
Fulton,EP04B,2624.0,8.0,25.0,4.0,1.0,38.0,148.0,1059.0,268.0,9.0,1484.0,4.0,12.0,7.0,0.0,23.0,1545.0
Fulton,EP04C,1318.0,0.0,15.0,1.0,1.0,17.0,0.0,390.0,38.0,4.0,432.0,0.0,6.0,2.0,0.0,8.0,457.0
Fulton,FA01A,4032.0,44.0,160.0,69.0,0.0,273.0,219.0,1385.0,570.0,11.0,2185.0,9.0,28.0,17.0,3.0,57.0,2515.0
Fulton,FA01B,5860.0,5.0,237.0,95.0,1.0,338.0,25.0,2191.0,788.0,8.0,3012.0,2.0,40.0,17.0,0.0,59.0,3409.0
Fulton,FA01C,769.0,4.0,18.0,6.0,0.0,28.0,60.0,281.0,100.0,1.0,442.0,1.0,5.0,2.0,0.0,8.0,478.0
Fulton,FA01D,321.0,2.0,10.0,1.0,1.0,14.0,19.0,118.0,5.0,15.0,157.0,1.0,2.0,2.0,2.0,7.0,178.0
Fulton,FC01,325.0,3.0,2.0,0.0,0.0,5.0,19.0,125.0,23.0,2.0,169.0,2.0,4.0,2.0,0.0,8.0,182.0
Fulton,FC02,585.0,4.0,4.0,2.0,0.0,10.0,11.0,27.0,6.0,1.0,45.0,0.0,2.0,0.0,2.0,4.0,59.0
Fulton,FC03,17.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,17.0
Fulton,HP01,3824.0,145.0,299.0,98.0,1.0,543.0,268.0,878.0,417.0,7.0,1570.0,20.0,35.0,21.0,0.0,76.0,2189.0
Fulton,JC01,4128.0,197.0,757.0,306.0,5.0,1265.0,129.0,1085.0,898.0,4.0,2116.0,6.0,29.0,16.0,2.0,53.0,3434.0
Fulton,JC01A,1738.0,96.0,231.0,34.0,3.0,364.0,81.0,461.0,111.0,4.0,657.0,7.0,9.0,5.0,0.0,21.0,1042.0
Fulton,JC02,3001.0,123.0,535.0,248.0,2.0,908.0,105.0,639.0,494.0,4.0,1242.0,7.0,12.0,18.0,0.0,37.0,2187.0
Fulton,JC03A,594.0,36.0,147.0,27.0,2.0,212.0,14.0,190.0,60.0,3.0,267.0,0.0,4.0,3.0,0.0,7.0,486.0
Fulton,JC03B,1616.0,81.0,309.0,69.0,0.0,459.0,68.0,413.0,253.0,0.0,734.0,8.0,25.0,9.0,0.0,42.0,1235.0
Fulton,JC04A,3177.0,94.0,832.0,228.0,9.0,1163.0,46.0,840.0,500.0,8.0,1394.0,3.0,22.0,14.0,0.0,39.0,2596.0
Fulton,JC04B,334.0,10.0,50.0,26.0,0.0,86.0,5.0,90.0,43.0,0.0,138.0,1.0,3.0,0.0,0.0,4.0,228.0
Fulton,JC04C,1251.0,43.0,269.0,71.0,0.0,383.0,22.0,325.0,202.0,0.0,549.0,3.0,24.0,11.0,0.0,38.0,970.0
Fulton,JC05,2350.0,106.0,523.0,116.0,1.0,746.0,54.0,618.0,301.0,3.0,976.0,11.0,21.0,12.0,0.0,44.0,1766.0
Fulton,JC06,2840.0,153.0,616.0,246.0,4.0,1019.0,117.0,514.0,375.0,4.0,1010.0,13.0,15.0,6.0,0.0,34.0,2063.0
Fulton,JC07,4670.0,143.0,966.0,337.0,18.0,1464.0,102.0,1106.0,796.0,14.0,2018.0,13.0,36.0,19.0,1.0,69.0,3551.0
Fulton,JC08,2931.0,110.0,742.0,199.0,1.0,1052.0,72.0,706.0,403.0,4.0,1185.0,8.0,43.0,13.0,0.0,64.0,2301.0
Fulton,JC09,3250.0,135.0,632.0,201.0,4.0,972.0,109.0,810.0,437.0,2.0,1358.0,16.0,22.0,14.0,0.0,52.0,2382.0
Fulton,JC10,2641.0,116.0,451.0,142.0,9.0,718.0,82.0,683.0,421.0,8.0,1194.0,5.0,35.0,22.0,2.0,64.0,1976.0
Fulton,JC11,3497.0,174.0,955.0,297.0,0.0,1426.0,106.0,687.0,415.0,0.0,1208.0,12.0,37.0,13.0,0.0,62.0,2696.0
Fulton,JC12,2832.0,100.0,925.0,363.0,3.0,1391.0,33.0,428.0,363.0,2.0,826.0,2.0,21.0,9.0,0.0,32.0,2249.0
Fulton,JC13A,2317.0,99.0,806.0,233.0,1.0,1139.0,37.0,394.0,244.0,1.0,676.0,4.0,14.0,7.0,0.0,25.0,1840.0
Fulton,JC13B,282.0,8.0,123.0,35.0,1.0,167.0,2.0,36.0,25.0,0.0,63.0,0.0,2.0,0.0,0.0,2.0,232.0
Fulton,JC14,2608.0,82.0,811.0,223.0,1.0,1117.0,56.0,586.0,302.0,2.0,946.0,3.0,16.0,9.0,0.0,28.0,2091.0
Fulton,JC15,959.0,30.0,178.0,48.0,0.0,256.0,37.0,271.0,113.0,0.0,421.0,5.0,14.0,4.0,0.0,23.0,700.0
Fulton,JC16,2707.0,138.0,685.0,171.0,1.0,995.0,61.0,635.0,354.0,0.0,1050.0,6.0,36.0,12.0,0.0,54.0,2099.0
Fulton,JC18,2857.0,101.0,886.0,249.0,1.0,1237.0,52.0,644.0,350.0,2.0,1048.0,2.0,23.0,11.0,0.0,36.0,2321.0
Fulton,JC19,4174.0,121.0,1021.0,273.0,6.0,1421.0,95.0,991.0,603.0,7.0,1696.0,11.0,38.0,25.0,0.0,74.0,3191.0
Fulton,ML01A,2795.0,148.0,943.0,220.0,23.0,1334.0,53.0,623.0,270.0,10.0,956.0,11.0,23.0,8.0,1.0,43.0,2333.0
Fulton,ML01B,708.0,39.0,240.0,74.0,0.0,353.0,10.0,119.0,63.0,0.0,192.0,2.0,2.0,4.0,0.0,8.0,553.0
Fulton,ML02A,2580.0,246.0,959.0,261.0,3.0,1469.0,65.0,296.0,238.0,0.0,599.0,12.0,17.0,9.0,0.0,38.0,2106.0
Fulton,ML02B,1914.0,136.0,669.0,216.0,1.0,1022.0,43.0,287.0,161.0,1.0,492.0,8.0,16.0,8.0,0.0,32.0,1546.0
Fulton,ML03,3718.0,256.0,1323.0,423.0,3.0,2005.0,77.0,577.0,329.0,3.0,986.0,13.0,25.0,15.0,1.0,54.0,3045.0
Fulton,ML03A,301.0,15.0,125.0,13.0,2.0,155.0,3.0,40.0,9.0,0.0,52.0,1.0,2.0,1.0,0.0,4.0,211.0
Fulton,ML04,3322.0,203.0,1070.0,339.0,21.0,1633.0,73.0,588.0,332.0,8.0,1001.0,10.0,17.0,5.0,1.0,33.0,2667.0
Fulton,ML05,4843.0,250.0,1210.0,381.0,11.0,1852.0,136.0,993.0,615.0,3.0,1747.0,11.0,36.0,11.0,0.0,58.0,3657.0
Fulton,ML06A,2181.0,102.0,267.0,81.0,1.0,451.0,95.0,569.0,228.0,4.0,896.0,8.0,21.0,8.0,2.0,39.0,1386.0
Fulton,ML06B,3119.0,128.0,500.0,151.0,4.0,783.0,127.0,818.0,440.0,2.0,1387.0,11.0,26.0,16.0,0.0,53.0,2223.0
Fulton,ML07A,836.0,121.0,227.0,77.0,0.0,425.0,18.0,124.0,74.0,0.0,216.0,6.0,4.0,1.0,0.0,11.0,652.0
Fulton,ML07B,1675.0,221.0,489.0,150.0,0.0,860.0,47.0,245.0,149.0,1.0,442.0,5.0,11.0,12.0,0.0,28.0,1330.0
Fulton,MP01,472.0,123.0,34.0,22.0,3.0,182.0,84.0,36.0,57.0,2.0,179.0,11.0,1.0,2.0,0.0,14.0,375.0
Fulton,PA01,3006.0,54.0,224.0,122.0,5.0,405.0,167.0,864.0,322.0,13.0,1366.0,8.0,26.0,12.0,1.0,47.0,1818.0
Fulton,RW01,5010.0,197.0,1507.0,662.0,9.0,2375.0,84.0,921.0,735.0,3.0,1743.0,10.0,49.0,33.0,0.0,92.0,4210.0
Fulton,RW02,4061.0,235.0,1046.0,376.0,6.0,1663.0,102.0,848.0,608.0,7.0,1565.0,22.0,40.0,19.0,1.0,82.0,3310.0
Fulton,RW03,5041.0,232.0,867.0,285.0,8.0,1392.0,194.0,1075.0,639.0,7.0,1915.0,32.0,45.0,24.0,0.0,101.0,3408.0
Fulton,RW04,1861.0,70.0,462.0,165.0,0.0,697.0,31.0,477.0,301.0,0.0,809.0,5.0,28.0,6.0,1.0,40.0,1546.0
Fulton,RW05,2910.0,112.0,361.0,140.0,4.0,617.0,181.0,651.0,324.0,10.0,1166.0,16.0,27.0,16.0,1.0,60.0,1843.0
