County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Choice Total,Total Votes
Lee,Leesburg,3313.0,1534.0,648.0,44.0,2226.0
Lee,Friendship Baptist,1376.0,798.0,179.0,12.0,989.0
Lee,First Baptist,3921.0,2150.0,895.0,57.0,3102.0
Lee,SDA Church,1576.0,902.0,311.0,16.0,1229.0
Lee,Flint Reformed Baptist,2621.0,1295.0,457.0,21.0,1773.0
Lee,Century Fire Station,3162.0,1480.0,753.0,41.0,2274.0
Washington,Riddleville,561.0,278.0,138.0,9.0,425.0
Washington,Warthen,742.0,331.0,230.0,9.0,570.0
Washington,Tennille,2512.0,716.0,980.0,30.0,1726.0
Washington,Oconee,581.0,224.0,198.0,3.0,425.0
Washington,Harrison,1005.0,479.0,245.0,16.0,740.0
Washington,Davisboro,814.0,338.0,237.0,20.0,595.0
Washington,Sandersville,6221.0,1957.0,2337.0,80.0,4374.0
Washington,Deepstep,554.0,307.0,112.0,5.0,424.0
Richmond,101,896.0,297.0,341.0,12.0,650.0
Richmond,102,1278.0,161.0,444.0,28.0,633.0
Richmond,103,1428.0,33.0,706.0,26.0,765.0
Richmond,104,2976.0,132.0,1461.0,38.0,1631.0
Richmond,105,832.0,37.0,488.0,15.0,540.0
Richmond,106,1182.0,129.0,352.0,17.0,498.0
Richmond,107,1800.0,592.0,667.0,23.0,1282.0
Richmond,108,517.0,49.0,271.0,8.0,328.0
Richmond,109,1052.0,103.0,487.0,37.0,627.0
Richmond,111,1578.0,187.0,673.0,24.0,884.0
Richmond,112,882.0,200.0,308.0,17.0,525.0
Richmond,114,856.0,57.0,375.0,13.0,445.0
Richmond,201,581.0,41.0,721.0,22.0,784.0
Richmond,115,1332.0,107.0,145.0,8.0,260.0
Richmond,202,4492.0,715.0,1711.0,82.0,2508.0
Richmond,203,991.0,21.0,496.0,11.0,528.0
Richmond,204,1578.0,511.0,536.0,39.0,1086.0
Richmond,207,2705.0,170.0,1150.0,32.0,1352.0
Richmond,208,2651.0,247.0,1137.0,33.0,1417.0
Richmond,210,1507.0,141.0,798.0,27.0,966.0
Richmond,301,2409.0,1203.0,699.0,26.0,1928.0
Richmond,302,1032.0,144.0,446.0,22.0,612.0
Richmond,303,1417.0,826.0,305.0,19.0,1150.0
Richmond,304,365.0,171.0,95.0,9.0,275.0
Richmond,305,428.0,296.0,79.0,10.0,385.0
Richmond,306,3934.0,869.0,1622.0,59.0,2550.0
Richmond,307,1642.0,735.0,439.0,28.0,1202.0
Richmond,308,622.0,152.0,226.0,10.0,388.0
Richmond,309,3340.0,313.0,2086.0,50.0,2449.0
Richmond,310,5163.0,779.0,2693.0,78.0,3550.0
Richmond,401,2093.0,109.0,1376.0,32.0,1517.0
Richmond,402,3311.0,200.0,1434.0,58.0,1692.0
Richmond,404,1748.0,145.0,991.0,32.0,1168.0
Richmond,405,4424.0,267.0,2845.0,54.0,3166.0
Richmond,406,3221.0,208.0,2083.0,36.0,2327.0
Richmond,501,3549.0,274.0,1774.0,54.0,2102.0
Richmond,502,4138.0,252.0,2234.0,55.0,2541.0
Richmond,503,4021.0,371.0,1976.0,61.0,2408.0
Richmond,504,2339.0,339.0,888.0,29.0,1256.0
Richmond,506,416.0,68.0,160.0,4.0,232.0
Richmond,507,968.0,152.0,471.0,17.0,640.0
Richmond,509,2172.0,188.0,1196.0,43.0,1427.0
Richmond,601,3988.0,530.0,1614.0,80.0,2224.0
Richmond,603,3570.0,1044.0,1131.0,54.0,2229.0
Richmond,604,1811.0,309.0,702.0,31.0,1042.0
Richmond,605,3880.0,759.0,1445.0,58.0,2262.0
Richmond,607,1812.0,86.0,1109.0,27.0,1222.0
Richmond,608,1472.0,587.0,402.0,25.0,1014.0
Richmond,701,2403.0,1120.0,665.0,37.0,1822.0
Richmond,702,1943.0,849.0,504.0,48.0,1401.0
Richmond,703,4644.0,1208.0,1572.0,80.0,2860.0
Richmond,705,2276.0,929.0,711.0,28.0,1668.0
Richmond,706,3315.0,1458.0,920.0,67.0,2445.0
Richmond,707,2122.0,493.0,831.0,40.0,1364.0
Richmond,708,305.0,161.0,69.0,4.0,234.0
Richmond,709,576.0,199.0,195.0,9.0,403.0
Richmond,801,523.0,243.0,109.0,5.0,357.0
Richmond,801B,523.0,272.0,89.0,4.0,365.0
Richmond,802,3251.0,1324.0,702.0,43.0,2069.0
Richmond,803,252.0,32.0,76.0,3.0,111.0
Richmond,804,2096.0,557.0,781.0,32.0,1370.0
Richmond,804H,2863.0,978.0,889.0,49.0,1916.0
Richmond,805,798.0,166.0,368.0,10.0,544.0
Richmond,806,1212.0,484.0,319.0,21.0,824.0
Richmond,807,1578.0,232.0,669.0,31.0,932.0
Richmond,808,2366.0,830.0,823.0,29.0,1682.0
Richmond,809,879.0,40.0,572.0,12.0,624.0
Richmond,810,425.0,171.0,134.0,5.0,310.0
Laurens,FBC-FLC,4180.0,1920.0,1086.0,51.0,3057.0
Laurens,Calhoun Park,6053.0,892.0,2276.0,100.0,3268.0
Laurens,Fire Dept Sta 5,3672.0,2055.0,739.0,43.0,2837.0
Laurens,Buckeye,1047.0,391.0,321.0,10.0,722.0
Laurens,Burch,422.0,242.0,67.0,7.0,316.0
Laurens,Cadwell,749.0,471.0,76.0,9.0,556.0
Laurens,Brewton,1739.0,913.0,243.0,16.0,1172.0
Laurens,Dudley,1121.0,753.0,163.0,11.0,927.0
Laurens,Hampton Mill,1772.0,1159.0,183.0,16.0,1358.0
Laurens,Harvard,406.0,163.0,117.0,5.0,285.0
Laurens,Minter,937.0,624.0,44.0,6.0,674.0
Laurens,Rural Fire Sta 17,2344.0,1178.0,378.0,36.0,1592.0
Laurens,W T Adams Fire Sta 18,2090.0,1146.0,488.0,23.0,1657.0
Laurens,Reedy Springs,894.0,563.0,111.0,11.0,685.0
Laurens,Smith,3374.0,1032.0,875.0,45.0,1952.0
Laurens,LCFS 10 Valambrosia,2080.0,861.0,531.0,24.0,1416.0
Wilcox,Rochelle North 1,558.0,85.0,232.0,5.0,322.0
Wilcox,Abbeville North 2,441.0,272.0,98.0,7.0,377.0
Wilcox,Pineview 2,630.0,262.0,174.0,12.0,448.0
Wilcox,Pitts 3,876.0,554.0,75.0,4.0,633.0
Wilcox,Rochelle South 4,1033.0,646.0,94.0,14.0,754.0
Wilcox,Abbeville South 5,1123.0,550.0,132.0,14.0,696.0
Brantley,Hoboken,3394.0,2158.0,163.0,27.0,2348.0
Brantley,Nahunta,4208.0,2463.0,249.0,43.0,2755.0
Brantley,Waynesville,4286.0,2191.0,276.0,46.0,2513.0
Sumter,Agri-Center,2059.0,862.0,551.0,21.0,1434.0
Sumter,Airport,1767.0,733.0,591.0,14.0,1338.0
Sumter,Andersonville,434.0,260.0,95.0,3.0,358.0
Sumter,Browns Mill,929.0,460.0,219.0,5.0,684.0
Sumter,Concord,376.0,255.0,38.0,4.0,297.0
Sumter,GSW Conf Center,3044.0,1104.0,933.0,40.0,2077.0
Sumter,Leslie,1687.0,769.0,401.0,15.0,1185.0
Sumter,Plains,1061.0,394.0,369.0,6.0,769.0
Sumter,Rec Dept,2667.0,309.0,1382.0,26.0,1717.0
Sumter,Reese Park,3064.0,372.0,1325.0,25.0,1722.0
Sumter,Thompson,712.0,225.0,210.0,6.0,441.0
Baldwin,South Milledgeville,1259.0,182.0,571.0,13.0,766.0
Baldwin,City Hall Annex,957.0,153.0,312.0,18.0,483.0
Baldwin,Boddie,1381.0,142.0,527.0,14.0,683.0
Baldwin,Courthouse,506.0,113.0,166.0,8.0,287.0
Baldwin,Fire Dept,1481.0,218.0,681.0,25.0,924.0
Baldwin,North Milledgeville,2211.0,803.0,821.0,40.0,1664.0
Baldwin,Meriweather,2832.0,1359.0,789.0,56.0,2204.0
Baldwin,East Baldwin,3826.0,1561.0,1127.0,62.0,2750.0
Baldwin,Scottsboro,1101.0,407.0,271.0,21.0,699.0
Baldwin,North Baldwin,3515.0,1882.0,779.0,48.0,2709.0
Baldwin,West Baldwin,1862.0,735.0,579.0,24.0,1338.0
Baldwin,East Hardwick,1313.0,139.0,496.0,19.0,654.0
Baldwin,West Hardwick,2903.0,411.0,1357.0,51.0,1819.0
Baldwin,Coopers,1574.0,768.0,307.0,27.0,1102.0
Macon,Ideal,1399.0,520.0,393.0,16.0,929.0
Macon,Oglethorpe,1294.0,347.0,494.0,16.0,857.0
Macon,Marshallville,1344.0,363.0,526.0,12.0,901.0
Macon,Montezuma #4,1597.0,358.0,669.0,20.0,1047.0
Macon,Montezuma #5,1357.0,199.0,645.0,15.0,859.0
Effingham,1A,1965.0,1122.0,312.0,48.0,1482.0
Effingham,1B,3005.0,1695.0,343.0,63.0,2101.0
Effingham,1C,1446.0,766.0,220.0,24.0,1010.0
Effingham,1D,2031.0,1203.0,196.0,33.0,1432.0
Effingham,2A,3038.0,1713.0,484.0,78.0,2275.0
Effingham,2B,3010.0,1484.0,539.0,64.0,2087.0
Effingham,2C,4621.0,2334.0,934.0,97.0,3365.0
Effingham,3A,1398.0,819.0,178.0,21.0,1018.0
Effingham,3B,1553.0,728.0,391.0,25.0,1144.0
Effingham,3C,2060.0,1094.0,328.0,25.0,1447.0
Effingham,3D,3125.0,1570.0,600.0,55.0,2225.0
Effingham,4A,3726.0,1908.0,594.0,68.0,2570.0
Effingham,4B,1888.0,825.0,409.0,24.0,1258.0
Effingham,4C,2837.0,1560.0,330.0,58.0,1948.0
Effingham,5A,2924.0,1514.0,443.0,51.0,2008.0
Effingham,5B,3962.0,1671.0,958.0,64.0,2693.0
Effingham,5C,1684.0,826.0,368.0,30.0,1224.0
Clayton,Ellenwood 1,3020.0,115.0,1994.0,35.0,2144.0
Clayton,Ellenwood 2,3273.0,164.0,2084.0,50.0,2298.0
Clayton,Forest Park 1,3566.0,287.0,1202.0,58.0,1547.0
Clayton,Forest Park 2,2821.0,255.0,1175.0,33.0,1463.0
Clayton,Forest Park 3,2845.0,254.0,1035.0,39.0,1328.0
Clayton,Forest Park 4,1783.0,326.0,649.0,28.0,1003.0
Clayton,Forest Park 5,3924.0,356.0,1481.0,39.0,1876.0
Clayton,Forest Park 6,1463.0,293.0,509.0,19.0,821.0
Clayton,Jonesboro 1,3244.0,149.0,1775.0,40.0,1964.0
Clayton,Jonesboro 2,4345.0,167.0,2331.0,47.0,2545.0
Clayton,Jonesboro 3,4107.0,432.0,2145.0,47.0,2624.0
Clayton,Jonesboro 4,2574.0,210.0,934.0,42.0,1186.0
Clayton,Jonesboro 5,2064.0,282.0,1010.0,26.0,1318.0
Clayton,Jonesboro 6,2574.0,882.0,1069.0,31.0,1982.0
Clayton,Jonesboro 7,3174.0,376.0,1586.0,35.0,1997.0
Clayton,Jonesboro 8,3947.0,164.0,1724.0,43.0,1931.0
Clayton,Jonesboro 9,1759.0,130.0,614.0,26.0,770.0
Clayton,Jonesboro 10,3398.0,184.0,1391.0,36.0,1611.0
Clayton,Jonesboro 11,3863.0,503.0,2022.0,58.0,2583.0
Clayton,Jonesboro 12,3067.0,119.0,1553.0,33.0,1705.0
Clayton,Jonesboro 13,2140.0,199.0,1208.0,22.0,1429.0
Clayton,Jonesboro 14,4116.0,818.0,2102.0,53.0,2973.0
Clayton,Jonesboro 15,2872.0,134.0,1116.0,42.0,1292.0
Clayton,Jonesboro 16,2560.0,180.0,1117.0,37.0,1334.0
Clayton,Jonesboro 17,3359.0,138.0,1520.0,47.0,1705.0
Clayton,Jonesboro 18,3301.0,237.0,1590.0,40.0,1867.0
Clayton,Jonesboro 19,3299.0,166.0,1655.0,38.0,1859.0
Clayton,Lake City,3217.0,219.0,1398.0,50.0,1667.0
Clayton,Lovejoy 1,4061.0,334.0,2214.0,52.0,2600.0
Clayton,Lovejoy 2,3611.0,242.0,1735.0,61.0,2038.0
Clayton,Lovejoy 3,1666.0,200.0,1021.0,32.0,1253.0
Clayton,Lovejoy 4,4149.0,248.0,2382.0,44.0,2674.0
Clayton,Lovejoy 5,3451.0,162.0,1776.0,40.0,1978.0
Clayton,Lovejoy 6,3708.0,230.0,2044.0,48.0,2322.0
Clayton,Lovejoy 7,2779.0,235.0,1182.0,36.0,1453.0
Clayton,Morrow 1,3328.0,171.0,1454.0,45.0,1670.0
Clayton,Morrow 2,2081.0,420.0,799.0,35.0,1254.0
Clayton,Morrow 3,2407.0,369.0,1038.0,47.0,1454.0
Clayton,Morrow 4,2112.0,245.0,879.0,25.0,1149.0
Clayton,Morrow 5,3056.0,227.0,1877.0,49.0,2153.0
Clayton,Morrow 6,3030.0,322.0,1554.0,48.0,1924.0
Clayton,Morrow 7,2142.0,208.0,918.0,27.0,1153.0
Clayton,Morrow 8,3185.0,165.0,1857.0,41.0,2063.0
Clayton,Morrow 9,1509.0,127.0,700.0,30.0,857.0
Clayton,Morrow 10,2342.0,234.0,1159.0,33.0,1426.0
Clayton,Morrow 11,2295.0,151.0,1158.0,29.0,1338.0
Clayton,Oak 1,2635.0,58.0,1311.0,42.0,1411.0
Clayton,Oak 2,1974.0,63.0,869.0,26.0,958.0
Clayton,Oak 3,2731.0,57.0,1335.0,37.0,1429.0
Clayton,Oak 4,4233.0,116.0,1997.0,51.0,2164.0
Clayton,Oak 5,1795.0,52.0,647.0,9.0,708.0
Clayton,Panhandle 1,2895.0,208.0,1795.0,42.0,2045.0
Clayton,Panhandle 2,3382.0,467.0,1837.0,44.0,2348.0
Clayton,Riverdale 1,2330.0,111.0,1414.0,33.0,1558.0
Clayton,Riverdale 2,3431.0,111.0,1751.0,37.0,1899.0
Clayton,Riverdale 3,3650.0,133.0,1993.0,44.0,2170.0
Clayton,Riverdale 4,4362.0,219.0,1985.0,62.0,2266.0
Clayton,Riverdale 5,2970.0,156.0,1507.0,44.0,1707.0
Clayton,Riverdale 6,3661.0,220.0,1329.0,32.0,1581.0
Clayton,Riverdale 7,3020.0,196.0,1107.0,33.0,1336.0
Clayton,Riverdale 8,2895.0,181.0,1709.0,31.0,1921.0
Clayton,Riverdale 9,2653.0,187.0,1326.0,22.0,1535.0
Clayton,Riverdale 10,3176.0,61.0,1273.0,41.0,1375.0
Clayton,Riverdale 11,1881.0,69.0,1092.0,19.0,1180.0
Clayton,Riverdale 12,3065.0,147.0,1686.0,40.0,1873.0
Fayette,Blackrock,2699.0,557.0,1368.0,30.0,1955.0
Fayette,Brooks,2567.0,1665.0,299.0,32.0,1996.0
Fayette,Europe,3310.0,302.0,2078.0,41.0,2421.0
Fayette,Fayetteville East,2147.0,544.0,826.0,37.0,1407.0
Fayette,Fayetteville West,2362.0,630.0,910.0,39.0,1579.0
Fayette,Flint,1732.0,436.0,772.0,25.0,1233.0
Fayette,Hopeful,2309.0,581.0,1013.0,37.0,1631.0
Fayette,Morning Creek,3059.0,844.0,1337.0,33.0,2214.0
Fayette,Rareover,3045.0,1558.0,742.0,88.0,2388.0
Fayette,Sandy Creek,4848.0,1316.0,2170.0,73.0,3559.0
Fayette,Shakerag East,1689.0,778.0,451.0,26.0,1255.0
Fayette,Shakerag West,1236.0,657.0,363.0,36.0,1056.0
Fayette,Starrsmill,3572.0,1726.0,572.0,46.0,2344.0
Fayette,Whitewater,3564.0,1870.0,890.0,49.0,2809.0
Fayette,Woolsey,2542.0,1409.0,407.0,41.0,1857.0
Fayette,McIntosh,3323.0,1694.0,892.0,46.0,2632.0
Fayette,Oak Grove,1344.0,648.0,374.0,26.0,1048.0
Fayette,Kedron,4862.0,2003.0,1643.0,99.0,3745.0
Fayette,Aberdeen,1805.0,908.0,439.0,32.0,1379.0
Fayette,Windgate,1011.0,501.0,267.0,38.0,806.0
Fayette,Flat Creek,2117.0,888.0,577.0,46.0,1511.0
Fayette,Braelinn,1876.0,1142.0,328.0,34.0,1504.0
Fayette,Kenwood,1014.0,153.0,594.0,9.0,756.0
Fayette,Banks,1624.0,534.0,581.0,28.0,1143.0
Fayette,Harps Crossing,1646.0,734.0,400.0,21.0,1155.0
Fayette,Willow Pond,3100.0,1135.0,1090.0,52.0,2277.0
Fayette,Dogwood,3092.0,1537.0,903.0,54.0,2494.0
Fayette,Oak Ridge,2225.0,622.0,966.0,23.0,1611.0
Fayette,Jeff Davis,2876.0,600.0,1170.0,38.0,1808.0
Fayette,Murphy,3224.0,1093.0,1152.0,40.0,2285.0
Fayette,Fielding Ridge,3497.0,1725.0,1029.0,65.0,2819.0
Fayette,Willowbend,2007.0,970.0,513.0,42.0,1525.0
Fayette,Camp Creek,1895.0,1022.0,454.0,39.0,1515.0
Fayette,Rising Star,3833.0,2325.0,964.0,75.0,3364.0
Fayette,Spring Hill,3299.0,966.0,1298.0,36.0,2300.0
Fayette,Antioch,1956.0,777.0,530.0,35.0,1342.0
Jefferson,Stapleton Crossroads,441.0,191.0,111.0,7.0,309.0
Jefferson,Matthews,621.0,319.0,132.0,6.0,457.0
Jefferson,Wrens,2870.0,872.0,997.0,29.0,1898.0
Jefferson,Louisville,3899.0,1100.0,1463.0,30.0,2593.0
Jefferson,Wadley,1906.0,367.0,831.0,20.0,1218.0
Jefferson,Bartow,531.0,179.0,168.0,5.0,352.0
Jefferson,Stapleton,678.0,281.0,167.0,2.0,450.0
Jefferson,Avera,388.0,230.0,44.0,3.0,277.0
Newton,City Pond,1833.0,398.0,622.0,31.0,1051.0
Newton,Town,4378.0,604.0,1886.0,62.0,2552.0
Newton,Almon,5009.0,725.0,2671.0,63.0,3459.0
Newton,Alcovy,4620.0,1689.0,1604.0,68.0,3361.0
Newton,Covington Mills,3111.0,937.0,1058.0,49.0,2044.0
Newton,Brewers,3538.0,1811.0,666.0,48.0,2525.0
Newton,Brick Store,2623.0,1417.0,565.0,45.0,2027.0
Newton,Cedar Shoals,2838.0,725.0,966.0,62.0,1753.0
Newton,Livingston,4593.0,811.0,2051.0,78.0,2940.0
Newton,Downs,6215.0,1909.0,2325.0,115.0,4349.0
Newton,Gum Creek,4135.0,2238.0,906.0,44.0,3188.0
Newton,Beaverdam,5428.0,670.0,2843.0,69.0,3582.0
Newton,Leguinn,2177.0,1202.0,388.0,38.0,1628.0
Newton,Mansfield,1524.0,1068.0,140.0,14.0,1222.0
Newton,Newborn,784.0,491.0,112.0,11.0,614.0
Newton,Oxford,2418.0,1189.0,566.0,36.0,1791.0
Newton,Rocky Plains,3658.0,1273.0,1087.0,57.0,2417.0
Newton,Buck Creek,4839.0,1349.0,1804.0,75.0,3228.0
Newton,Stansells,4969.0,749.0,2404.0,52.0,3205.0
Newton,Fairview,2953.0,224.0,1544.0,32.0,1800.0
Newton,Crowell,4977.0,370.0,2695.0,61.0,3126.0
Newton,Hub,2374.0,1559.0,317.0,40.0,1916.0
Pulaski,Courthouse Annex,5687.0,2787.0,1139.0,79.0,4005.0
Twiggs,Dry Branch,1550.0,744.0,197.0,29.0,970.0
Twiggs,Golden Isles,1692.0,469.0,668.0,25.0,1162.0
Twiggs,Higgsville,758.0,401.0,145.0,8.0,554.0
Twiggs,Jeffersonville/Ware,1464.0,411.0,671.0,15.0,1097.0
Twiggs,Shady Grove/Tarvers,840.0,288.0,300.0,10.0,598.0
Clinch,Arabia,108.0,69.0,9.0,3.0,81.0
Clinch,Argyle,367.0,212.0,42.0,4.0,258.0
Clinch,Dupont,338.0,180.0,51.0,1.0,232.0
Clinch,Fargo,270.0,165.0,21.0,3.0,189.0
Clinch,Homerville,3262.0,1457.0,537.0,43.0,2037.0
Decatur,Mt Pleasant,564.0,391.0,50.0,2.0,443.0
Decatur,Recovery,678.0,380.0,117.0,5.0,502.0
Decatur,Kendrick,566.0,306.0,101.0,3.0,410.0
Decatur,Climax,975.0,559.0,190.0,6.0,755.0
Decatur,Brinson,836.0,472.0,132.0,8.0,612.0
Decatur,West Bainbridge,2238.0,791.0,655.0,27.0,1473.0
Decatur,Bainbridge-Coliseum,5641.0,2341.0,1524.0,57.0,3922.0
Decatur,BDGE-Fairgrounds,3308.0,995.0,1030.0,64.0,2089.0
Decatur,Attapulgus,1812.0,461.0,764.0,18.0,1243.0
Barrow,01 Bethlehem Community Center 3359,3359.0,1692.0,538.0,81.0,2311.0
Barrow,02 Bethlehem Church - 211,6784.0,3992.0,910.0,120.0,5022.0
Barrow,03 Hmong New Hope Alliance Church 6364,6364.0,3014.0,888.0,163.0,4065.0
Barrow,04 Covenant Life Sanctuary,4012.0,1883.0,600.0,67.0,2550.0
Barrow,05 Fire Station 1 (Statham),8336.0,4145.0,1670.0,156.0,5971.0
Barrow,08 First Baptist Church Winder7009,7009.0,3691.0,1060.0,184.0,4935.0
Barrow,13 Winder Community Center,9393.0,3579.0,1998.0,188.0,5765.0
Barrow,16 The Church at Winder,10348.0,4321.0,2402.0,234.0,6957.0
McIntosh,Sapelo Island,53.0,9.0,30.0,2.0,41.0
McIntosh,Townsend,564.0,290.0,118.0,5.0,413.0
McIntosh,Crescent,1982.0,499.0,832.0,32.0,1363.0
McIntosh,Darien,2441.0,1034.0,612.0,31.0,1677.0
McIntosh,South Newport,2095.0,1201.0,396.0,36.0,1633.0
McIntosh,North Darien,2157.0,934.0,510.0,31.0,1475.0
Bibb,East Macon 1,2108.0,47.0,891.0,28.0,966.0
Bibb,East Macon 2,3932.0,173.0,2101.0,45.0,2319.0
Bibb,East Macon 3,3494.0,570.0,1493.0,55.0,2118.0
Bibb,East Macon 4,2280.0,99.0,1264.0,17.0,1380.0
Bibb,East Macon 5,2552.0,368.0,1232.0,38.0,1638.0
Bibb,Godfrey 1,6283.0,350.0,2868.0,73.0,3291.0
Bibb,Godfrey 2,2158.0,95.0,756.0,32.0,883.0
Bibb,Godfrey 3,3292.0,177.0,1480.0,40.0,1697.0
Bibb,Godfrey 4,2231.0,141.0,781.0,21.0,943.0
Bibb,Godfrey 5,4761.0,316.0,2249.0,61.0,2626.0
Bibb,Hazzard 1,3377.0,230.0,1635.0,33.0,1898.0
Bibb,Hazzard 2,4173.0,1191.0,1580.0,58.0,2829.0
Bibb,Hazzard 3,7068.0,1179.0,3217.0,74.0,4470.0
Bibb,Hazzard 4,4745.0,2096.0,1577.0,65.0,3738.0
Bibb,Howard 1,3436.0,1777.0,911.0,31.0,2719.0
Bibb,Howard 2,3394.0,1740.0,899.0,33.0,2672.0
Bibb,Howard 3,6397.0,2431.0,2133.0,77.0,4641.0
Bibb,Howard 4,1711.0,584.0,608.0,32.0,1224.0
Bibb,Howard 5,2272.0,532.0,868.0,42.0,1442.0
Bibb,Howard 6,2213.0,884.0,706.0,25.0,1615.0
Bibb,Howard 7,2897.0,1434.0,826.0,41.0,2301.0
Bibb,Rutland 1,5704.0,2511.0,1760.0,58.0,4329.0
Bibb,Rutland 2,3409.0,1546.0,854.0,60.0,2460.0
Bibb,Vineville 1,3572.0,684.0,1439.0,65.0,2188.0
Bibb,Vineville 2,2067.0,306.0,899.0,27.0,1232.0
Bibb,Vineville 3,3127.0,159.0,1534.0,42.0,1735.0
Bibb,Vineville 4,4097.0,307.0,1956.0,61.0,2324.0
Bibb,Vineville 5,2359.0,927.0,783.0,40.0,1750.0
Bibb,Vineville 6,3021.0,969.0,1088.0,73.0,2130.0
Bibb,Warrior 1,2617.0,1295.0,658.0,23.0,1976.0
Bibb,Warrior 2,3232.0,1527.0,882.0,44.0,2453.0
Muscogee,Wynnton/Britt,5289.0,751.0,2112.0,61.0,2924.0
Muscogee,Carver/Mack,4374.0,129.0,2159.0,40.0,2328.0
Muscogee,St John/Belvedere,5341.0,246.0,3036.0,43.0,3325.0
Muscogee,Britt David,2747.0,1013.0,700.0,61.0,1774.0
Muscogee,St Peter,3265.0,1334.0,873.0,55.0,2262.0
Muscogee,Cornerstone,6684.0,2639.0,1751.0,114.0,4504.0
Muscogee,Columbus Tech,4464.0,1112.0,956.0,57.0,2125.0
Muscogee,St Mark/Heiferhorn,6492.0,3286.0,1581.0,82.0,4949.0
Muscogee,Wynnbrook,2692.0,1535.0,607.0,29.0,2171.0
Muscogee,Cusseta Rd,6169.0,198.0,2476.0,58.0,2732.0
Muscogee,Our Lady of Lourdes,10204.0,856.0,3388.0,144.0,4388.0
Muscogee,Mt Pilgrim,6022.0,214.0,3375.0,71.0,3660.0
Muscogee,Faith Tabernacle,4461.0,236.0,2508.0,38.0,2782.0
Muscogee,Canaan,7078.0,694.0,3167.0,73.0,3934.0
Muscogee,Holsey/Buena Vista,7613.0,565.0,3757.0,83.0,4405.0
Muscogee,Gentian/Reese,5612.0,1660.0,1814.0,80.0,3554.0
Muscogee,St Paul/Clubview,5677.0,2235.0,1697.0,95.0,4027.0
Muscogee,Moon/Morningside,5415.0,2109.0,1403.0,97.0,3609.0
Muscogee,St Andrews/Midland,7959.0,3040.0,2477.0,126.0,5643.0
Muscogee,Salvation Army,3192.0,996.0,1075.0,52.0,2123.0
Muscogee,First African,1955.0,253.0,632.0,30.0,915.0
Muscogee,Epworth UMC,4512.0,1302.0,1136.0,61.0,2499.0
Muscogee,Marianna Gallops,3095.0,368.0,966.0,49.0,1383.0
Muscogee,Edgewood Baptist,3235.0,618.0,1319.0,47.0,1984.0
Muscogee,Psalmond/Mathews,7331.0,2837.0,2587.0,126.0,5550.0
Rockdale,BA,4803.0,1254.0,2163.0,66.0,3483.0
Rockdale,BT,4007.0,1567.0,1091.0,57.0,2715.0
Rockdale,CO,3862.0,452.0,1670.0,45.0,2167.0
Rockdale,FI,6328.0,582.0,3595.0,85.0,4262.0
Rockdale,FS,4038.0,571.0,2146.0,42.0,2759.0
Rockdale,HC,2411.0,761.0,934.0,42.0,1737.0
Rockdale,HI,3515.0,805.0,1598.0,43.0,2446.0
Rockdale,LA,2001.0,340.0,836.0,32.0,1208.0
Rockdale,LO,3943.0,1200.0,1772.0,35.0,3007.0
Rockdale,MA,3180.0,951.0,1193.0,58.0,2202.0
Rockdale,MI,4226.0,537.0,2018.0,65.0,2620.0
Rockdale,OT,6135.0,527.0,3028.0,81.0,3636.0
Rockdale,RO,4633.0,796.0,2307.0,56.0,3159.0
Rockdale,SM,4308.0,755.0,2275.0,64.0,3094.0
Rockdale,SP,4781.0,735.0,2555.0,66.0,3356.0
Rockdale,ST,3334.0,883.0,1460.0,69.0,2412.0
Lumpkin,Dahlonega,22407.0,11941.0,2926.0,496.0,15363.0
Baker,Anna,166.0,94.0,28.0,0.0,122.0
Baker,Elmodel,401.0,136.0,147.0,4.0,287.0
Baker,Hoggards Mill,351.0,114.0,115.0,1.0,230.0
Baker,Milford,270.0,135.0,65.0,0.0,200.0
Baker,Newton,1070.0,394.0,293.0,8.0,695.0
Talbot,ONeal,555.0,184.0,245.0,10.0,439.0
Talbot,Valley,688.0,282.0,273.0,3.0,558.0
Talbot,Junction City,437.0,107.0,193.0,3.0,303.0
Talbot,Geneva,482.0,155.0,208.0,5.0,368.0
Talbot,Talbotton,884.0,135.0,474.0,11.0,620.0
Talbot,Box Springs,469.0,193.0,140.0,7.0,340.0
Talbot,Flint Hill,1048.0,330.0,480.0,12.0,822.0
Monroe,Bentons,2297.0,1451.0,372.0,38.0,1861.0
Monroe,Brantleys,1123.0,790.0,124.0,18.0,932.0
Monroe,Burgays,2268.0,1535.0,336.0,22.0,1893.0
Monroe,Cabaniss,800.0,399.0,151.0,17.0,567.0
Monroe,Cox,718.0,421.0,128.0,10.0,559.0
Monroe,Culloden,454.0,211.0,110.0,4.0,325.0
Monroe,Dillards,996.0,551.0,133.0,8.0,692.0
Monroe,Evers,2127.0,1248.0,316.0,41.0,1605.0
Monroe,Forsyth,4640.0,1341.0,1661.0,57.0,3059.0
Monroe,High Falls,1994.0,1028.0,216.0,27.0,1271.0
Monroe,Kelseys,722.0,292.0,240.0,9.0,541.0
Monroe,Middlebrooks,1319.0,799.0,170.0,18.0,987.0
Monroe,Proctors,1214.0,586.0,196.0,22.0,804.0
Monroe,Russellville,466.0,277.0,52.0,3.0,332.0
