County,Precinct,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total Votes
DeKalb,Candler Park,4018.0,0.0,4.0,1.0,0.0,5.0,0.0,4.0,4.0,0.0,8.0,16.0,68.0,31.0,0.0,115.0,1.0,6.0,6.0,0.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,5.0,1.0,5.0,2.0,0.0,8.0,9.0,51.0,43.0,0.0,103.0,4.0,16.0,2.0,0.0,22.0,0.0,4.0,1.0,0.0,5.0,3.0,27.0,11.0,0.0,41.0,3.0,78.0,23.0,0.0,104.0,38.0,97.0,76.0,0.0,211.0,0.0,11.0,7.0,0.0,18.0,6.0,18.0,7.0,0.0,31.0,0.0,5.0,4.0,0.0,9.0,0.0,6.0,2.0,0.0,8.0,0.0,2.0,1.0,0.0,3.0,74.0,1452.0,1196.0,2.0,2724.0,0.0,5.0,4.0,0.0,9.0,3443.0
DeKalb,Clarkston Community Center,2495.0,4.0,2.0,2.0,0.0,8.0,3.0,7.0,2.0,0.0,12.0,16.0,34.0,10.0,0.0,60.0,5.0,3.0,1.0,0.0,9.0,2.0,5.0,4.0,0.0,11.0,4.0,0.0,1.0,0.0,5.0,4.0,13.0,4.0,0.0,21.0,31.0,125.0,42.0,3.0,201.0,8.0,19.0,12.0,1.0,40.0,6.0,9.0,4.0,0.0,19.0,9.0,31.0,20.0,1.0,61.0,7.0,29.0,9.0,1.0,46.0,24.0,34.0,28.0,1.0,87.0,3.0,16.0,4.0,0.0,23.0,3.0,6.0,4.0,0.0,13.0,0.0,3.0,2.0,0.0,5.0,2.0,4.0,1.0,0.0,7.0,0.0,4.0,2.0,0.0,6.0,128.0,349.0,278.0,3.0,758.0,1.0,9.0,9.0,1.0,20.0,1412.0
DeKalb,Chamblee 2,3137.0,1.0,4.0,0.0,0.0,5.0,1.0,7.0,1.0,0.0,9.0,42.0,180.0,76.0,0.0,298.0,1.0,6.0,5.0,0.0,12.0,3.0,9.0,4.0,0.0,16.0,0.0,7.0,2.0,0.0,9.0,4.0,11.0,6.0,0.0,21.0,16.0,86.0,45.0,0.0,147.0,5.0,24.0,6.0,0.0,35.0,2.0,6.0,2.0,0.0,10.0,3.0,22.0,8.0,0.0,33.0,12.0,106.0,24.0,0.0,142.0,79.0,329.0,123.0,0.0,531.0,5.0,15.0,1.0,0.0,21.0,5.0,12.0,5.0,0.0,22.0,2.0,3.0,3.0,0.0,8.0,0.0,5.0,3.0,0.0,8.0,1.0,5.0,3.0,0.0,9.0,51.0,614.0,460.0,0.0,1125.0,0.0,3.0,13.0,0.0,16.0,2477.0
DeKalb,Doraville North,3065.0,6.0,8.0,2.0,0.0,16.0,0.0,2.0,4.0,0.0,6.0,46.0,70.0,45.0,2.0,163.0,1.0,2.0,4.0,0.0,7.0,7.0,6.0,5.0,0.0,18.0,4.0,3.0,2.0,0.0,9.0,4.0,6.0,3.0,0.0,13.0,75.0,149.0,82.0,4.0,310.0,19.0,49.0,14.0,1.0,83.0,3.0,9.0,7.0,0.0,19.0,13.0,36.0,14.0,0.0,63.0,15.0,53.0,18.0,0.0,86.0,64.0,93.0,62.0,1.0,220.0,9.0,23.0,8.0,0.0,40.0,6.0,8.0,2.0,0.0,16.0,1.0,2.0,1.0,0.0,4.0,1.0,7.0,1.0,0.0,9.0,2.0,5.0,2.0,1.0,10.0,122.0,365.0,253.0,0.0,740.0,3.0,13.0,8.0,0.0,24.0,1856.0
DeKalb,Doraville South,1255.0,3.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,2.0,26.0,33.0,19.0,0.0,78.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,6.0,3.0,1.0,0.0,0.0,4.0,3.0,4.0,1.0,0.0,8.0,23.0,34.0,26.0,2.0,85.0,3.0,9.0,5.0,0.0,17.0,2.0,2.0,3.0,0.0,7.0,7.0,22.0,7.0,0.0,36.0,10.0,19.0,15.0,0.0,44.0,37.0,56.0,33.0,0.0,126.0,4.0,10.0,3.0,0.0,17.0,1.0,6.0,2.0,0.0,9.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,3.0,0.0,7.0,2.0,2.0,0.0,0.0,4.0,43.0,185.0,134.0,1.0,363.0,2.0,3.0,5.0,0.0,10.0,831.0
DeKalb,Dresden Elem,5141.0,3.0,7.0,5.0,0.0,15.0,8.0,3.0,6.0,0.0,17.0,54.0,158.0,79.0,1.0,292.0,6.0,5.0,6.0,0.0,17.0,13.0,13.0,10.0,0.0,36.0,4.0,2.0,3.0,0.0,9.0,3.0,9.0,7.0,2.0,21.0,62.0,191.0,101.0,0.0,354.0,16.0,52.0,29.0,1.0,98.0,8.0,10.0,3.0,0.0,21.0,27.0,58.0,17.0,0.0,102.0,40.0,77.0,48.0,0.0,165.0,101.0,272.0,130.0,1.0,504.0,11.0,34.0,8.0,0.0,53.0,8.0,17.0,15.0,0.0,40.0,1.0,8.0,2.0,0.0,11.0,5.0,5.0,13.0,0.0,23.0,4.0,4.0,2.0,0.0,10.0,127.0,745.0,620.0,2.0,1494.0,5.0,15.0,15.0,1.0,36.0,3318.0
DeKalb,Decatur,1937.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,6.0,23.0,15.0,0.0,44.0,0.0,3.0,4.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,6.0,7.0,49.0,16.0,0.0,72.0,2.0,17.0,1.0,0.0,20.0,0.0,1.0,1.0,0.0,2.0,0.0,16.0,5.0,0.0,21.0,2.0,26.0,15.0,0.0,43.0,23.0,56.0,24.0,0.0,103.0,2.0,5.0,1.0,0.0,8.0,5.0,6.0,4.0,0.0,15.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,56.0,747.0,457.0,1.0,1261.0,0.0,2.0,2.0,0.0,4.0,1618.0
DeKalb,Dunaire Elem,2268.0,3.0,1.0,2.0,0.0,6.0,1.0,2.0,0.0,0.0,3.0,9.0,29.0,15.0,1.0,54.0,1.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,0.0,9.0,1.0,3.0,1.0,1.0,6.0,0.0,8.0,6.0,0.0,14.0,20.0,111.0,35.0,2.0,168.0,9.0,22.0,9.0,0.0,40.0,0.0,3.0,0.0,0.0,3.0,10.0,20.0,20.0,0.0,50.0,10.0,20.0,9.0,0.0,39.0,16.0,28.0,34.0,0.0,78.0,4.0,8.0,0.0,0.0,12.0,1.0,6.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,1.0,3.0,2.0,0.0,6.0,126.0,422.0,329.0,3.0,880.0,0.0,4.0,3.0,0.0,7.0,1393.0
DeKalb,Dunwoody,3003.0,0.0,4.0,3.0,0.0,7.0,0.0,1.0,5.0,0.0,6.0,38.0,171.0,72.0,0.0,281.0,0.0,2.0,0.0,0.0,2.0,3.0,4.0,3.0,0.0,10.0,1.0,2.0,2.0,0.0,5.0,2.0,9.0,5.0,0.0,16.0,24.0,105.0,44.0,2.0,175.0,4.0,18.0,6.0,0.0,28.0,0.0,10.0,1.0,0.0,11.0,10.0,30.0,7.0,1.0,48.0,10.0,73.0,47.0,0.0,130.0,68.0,244.0,105.0,1.0,418.0,4.0,14.0,3.0,2.0,23.0,3.0,7.0,7.0,0.0,17.0,1.0,2.0,3.0,0.0,6.0,1.0,5.0,11.0,0.0,17.0,1.0,14.0,1.0,0.0,16.0,59.0,504.0,391.0,2.0,956.0,0.0,9.0,7.0,0.0,16.0,2188.0
DeKalb,Dunwoody 2,2044.0,0.0,2.0,2.0,0.0,4.0,0.0,3.0,1.0,0.0,4.0,35.0,186.0,93.0,0.0,314.0,1.0,5.0,1.0,0.0,7.0,1.0,9.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,3.0,2.0,11.0,1.0,1.0,15.0,6.0,29.0,19.0,0.0,54.0,1.0,3.0,1.0,0.0,5.0,0.0,4.0,1.0,0.0,5.0,0.0,11.0,1.0,0.0,12.0,5.0,56.0,28.0,0.0,89.0,89.0,286.0,123.0,2.0,500.0,1.0,1.0,1.0,0.0,3.0,5.0,7.0,3.0,0.0,15.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,3.0,0.0,7.0,1.0,4.0,0.0,0.0,5.0,25.0,389.0,261.0,1.0,676.0,1.0,1.0,5.0,0.0,7.0,1737.0
DeKalb,Druid Hills High,2725.0,1.0,0.0,4.0,0.0,5.0,1.0,1.0,2.0,0.0,4.0,24.0,42.0,54.0,0.0,120.0,0.0,2.0,4.0,0.0,6.0,0.0,3.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,4.0,0.0,5.0,12.0,52.0,35.0,1.0,100.0,0.0,10.0,8.0,0.0,18.0,3.0,1.0,1.0,1.0,6.0,5.0,13.0,6.0,0.0,24.0,8.0,29.0,20.0,0.0,57.0,52.0,69.0,60.0,0.0,181.0,1.0,7.0,1.0,0.0,9.0,0.0,2.0,3.0,0.0,5.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,83.0,509.0,561.0,1.0,1154.0,0.0,4.0,4.0,0.0,8.0,1719.0
DeKalb,Dunwoody Library,2570.0,0.0,3.0,1.0,0.0,4.0,1.0,3.0,4.0,0.0,8.0,31.0,273.0,123.0,1.0,428.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,0.0,13.0,0.0,2.0,2.0,0.0,4.0,0.0,13.0,3.0,0.0,16.0,9.0,30.0,19.0,0.0,58.0,0.0,5.0,2.0,0.0,7.0,1.0,8.0,0.0,0.0,9.0,2.0,13.0,8.0,0.0,23.0,4.0,49.0,34.0,0.0,87.0,69.0,477.0,153.0,0.0,699.0,1.0,3.0,0.0,0.0,4.0,3.0,10.0,2.0,0.0,15.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,5.0,2.0,0.0,7.0,16.0,461.0,322.0,1.0,800.0,1.0,4.0,3.0,0.0,8.0,2200.0
DeKalb,East Lake,4139.0,0.0,4.0,0.0,0.0,4.0,2.0,3.0,4.0,0.0,9.0,14.0,55.0,27.0,0.0,96.0,0.0,4.0,8.0,0.0,12.0,1.0,5.0,1.0,0.0,7.0,2.0,0.0,1.0,0.0,3.0,2.0,5.0,2.0,0.0,9.0,33.0,129.0,45.0,2.0,209.0,10.0,34.0,14.0,0.0,58.0,3.0,2.0,1.0,0.0,6.0,15.0,40.0,13.0,0.0,68.0,9.0,71.0,16.0,0.0,96.0,29.0,90.0,30.0,2.0,151.0,0.0,26.0,4.0,0.0,30.0,6.0,15.0,7.0,0.0,28.0,0.0,4.0,3.0,0.0,7.0,0.0,8.0,9.0,0.0,17.0,3.0,2.0,0.0,0.0,5.0,139.0,1194.0,817.0,3.0,2153.0,4.0,10.0,2.0,0.0,16.0,2984.0
DeKalb,Embry Hills,1721.0,2.0,7.0,4.0,0.0,13.0,2.0,2.0,1.0,0.0,5.0,19.0,88.0,56.0,0.0,163.0,1.0,7.0,2.0,0.0,10.0,0.0,7.0,6.0,0.0,13.0,0.0,3.0,3.0,0.0,6.0,0.0,3.0,5.0,0.0,8.0,12.0,43.0,25.0,0.0,80.0,0.0,6.0,6.0,0.0,12.0,3.0,3.0,0.0,0.0,6.0,5.0,17.0,7.0,0.0,29.0,7.0,34.0,24.0,0.0,65.0,41.0,130.0,76.0,0.0,247.0,1.0,6.0,4.0,0.0,11.0,2.0,15.0,3.0,0.0,20.0,2.0,1.0,4.0,0.0,7.0,1.0,1.0,4.0,0.0,6.0,1.0,4.0,1.0,0.0,6.0,39.0,309.0,298.0,0.0,646.0,2.0,7.0,4.0,0.0,13.0,1366.0
DeKalb,Evansdale Elem,3441.0,2.0,2.0,1.0,0.0,5.0,2.0,1.0,1.0,0.0,4.0,55.0,132.0,90.0,1.0,278.0,2.0,5.0,3.0,0.0,10.0,4.0,6.0,4.0,0.0,14.0,2.0,3.0,0.0,1.0,6.0,5.0,5.0,7.0,0.0,17.0,26.0,90.0,59.0,1.0,176.0,15.0,22.0,9.0,0.0,46.0,2.0,7.0,2.0,0.0,11.0,10.0,40.0,18.0,0.0,68.0,11.0,63.0,30.0,0.0,104.0,77.0,250.0,141.0,0.0,468.0,5.0,19.0,3.0,0.0,27.0,5.0,11.0,4.0,0.0,20.0,1.0,3.0,1.0,0.0,5.0,1.0,6.0,14.0,0.0,21.0,2.0,4.0,2.0,0.0,8.0,96.0,606.0,502.0,2.0,1206.0,4.0,11.0,10.0,0.0,25.0,2519.0
DeKalb,Emory South,3241.0,0.0,3.0,7.0,0.0,10.0,1.0,4.0,4.0,0.0,9.0,31.0,86.0,54.0,0.0,171.0,3.0,6.0,9.0,1.0,19.0,1.0,1.0,3.0,0.0,5.0,1.0,1.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,9.0,11.0,80.0,38.0,1.0,130.0,6.0,15.0,8.0,0.0,29.0,1.0,2.0,3.0,0.0,6.0,3.0,25.0,11.0,0.0,39.0,13.0,40.0,51.0,0.0,104.0,70.0,136.0,89.0,0.0,295.0,3.0,20.0,2.0,0.0,25.0,7.0,6.0,5.0,0.0,18.0,0.0,3.0,3.0,0.0,6.0,0.0,3.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,3.0,101.0,743.0,742.0,5.0,1591.0,2.0,5.0,2.0,0.0,9.0,2484.0
DeKalb,Emory Road,2290.0,2.0,0.0,2.0,0.0,4.0,0.0,3.0,5.0,0.0,8.0,15.0,14.0,21.0,0.0,50.0,1.0,3.0,2.0,1.0,7.0,1.0,3.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,5.0,17.0,60.0,37.0,1.0,115.0,7.0,14.0,6.0,0.0,27.0,1.0,1.0,1.0,0.0,3.0,3.0,21.0,8.0,1.0,33.0,7.0,38.0,16.0,1.0,62.0,18.0,45.0,38.0,0.0,101.0,7.0,11.0,1.0,1.0,20.0,2.0,2.0,2.0,0.0,6.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,65.0,444.0,338.0,3.0,850.0,1.0,3.0,4.0,0.0,8.0,1314.0
DeKalb,Fairington Elem,5455.0,2.0,3.0,4.0,0.0,9.0,4.0,6.0,1.0,0.0,11.0,4.0,7.0,7.0,0.0,18.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,2.0,0.0,7.0,2.0,5.0,0.0,0.0,7.0,3.0,6.0,6.0,0.0,15.0,107.0,281.0,76.0,3.0,467.0,34.0,82.0,27.0,2.0,145.0,0.0,2.0,1.0,0.0,3.0,33.0,76.0,26.0,2.0,137.0,29.0,48.0,6.0,0.0,83.0,5.0,21.0,15.0,0.0,41.0,11.0,43.0,6.0,2.0,62.0,1.0,3.0,0.0,0.0,4.0,4.0,2.0,4.0,0.0,10.0,1.0,3.0,5.0,0.0,9.0,1.0,1.0,0.0,0.0,2.0,214.0,1021.0,481.0,12.0,1728.0,4.0,20.0,4.0,0.0,28.0,2788.0
DeKalb,Fernbank Elem,2125.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,35.0,52.0,52.0,1.0,140.0,1.0,3.0,1.0,0.0,5.0,0.0,2.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,5.0,3.0,15.0,10.0,0.0,28.0,0.0,5.0,3.0,0.0,8.0,0.0,2.0,3.0,0.0,5.0,1.0,7.0,2.0,0.0,10.0,5.0,24.0,15.0,0.0,44.0,49.0,93.0,84.0,1.0,227.0,0.0,6.0,1.0,0.0,7.0,1.0,1.0,5.0,0.0,7.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,7.0,1.0,0.0,2.0,0.0,3.0,75.0,579.0,700.0,1.0,1355.0,1.0,2.0,1.0,0.0,4.0,1866.0
DeKalb,Flat Shoals Elem,2409.0,1.0,1.0,4.0,0.0,6.0,1.0,1.0,3.0,0.0,5.0,1.0,5.0,4.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,31.0,92.0,19.0,4.0,146.0,10.0,30.0,8.0,2.0,50.0,1.0,1.0,0.0,0.0,2.0,11.0,29.0,7.0,0.0,47.0,10.0,23.0,4.0,0.0,37.0,6.0,10.0,5.0,0.0,21.0,5.0,15.0,1.0,0.0,21.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,128.0,442.0,371.0,4.0,945.0,2.0,3.0,4.0,0.0,9.0,1319.0
DeKalb,Flat Shoals Parkway,3449.0,1.0,2.0,4.0,0.0,7.0,0.0,3.0,4.0,0.0,7.0,6.0,24.0,4.0,0.0,34.0,0.0,2.0,3.0,0.0,5.0,2.0,3.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,33.0,169.0,46.0,2.0,250.0,13.0,48.0,15.0,0.0,76.0,1.0,0.0,0.0,0.0,1.0,12.0,62.0,19.0,0.0,93.0,6.0,26.0,5.0,0.0,37.0,8.0,20.0,10.0,0.0,38.0,9.0,17.0,2.0,0.0,28.0,1.0,2.0,1.0,0.0,4.0,0.0,3.0,2.0,0.0,5.0,2.0,6.0,2.0,0.0,10.0,2.0,1.0,0.0,0.0,3.0,117.0,965.0,660.0,2.0,1744.0,3.0,10.0,4.0,1.0,18.0,2373.0
DeKalb,Flat Rock Elem,3142.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,2.0,0.0,6.0,7.0,12.0,7.0,0.0,26.0,0.0,2.0,1.0,0.0,3.0,1.0,3.0,3.0,0.0,7.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,6.0,47.0,165.0,43.0,2.0,257.0,14.0,50.0,19.0,0.0,83.0,2.0,2.0,0.0,0.0,4.0,17.0,65.0,21.0,0.0,103.0,7.0,49.0,5.0,0.0,61.0,5.0,19.0,7.0,0.0,31.0,4.0,25.0,1.0,0.0,30.0,2.0,2.0,0.0,1.0,5.0,2.0,1.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,7.0,1.0,4.0,0.0,0.0,5.0,150.0,954.0,430.0,4.0,1538.0,2.0,11.0,8.0,0.0,21.0,2201.0
DeKalb,Flat Shoals,2649.0,2.0,2.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,4.0,37.0,79.0,28.0,1.0,145.0,7.0,32.0,12.0,0.0,51.0,0.0,1.0,0.0,0.0,1.0,10.0,25.0,8.0,1.0,44.0,7.0,11.0,7.0,0.0,25.0,6.0,8.0,4.0,0.0,18.0,2.0,12.0,0.0,0.0,14.0,1.0,3.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,5.0,1.0,3.0,2.0,0.0,6.0,1.0,1.0,0.0,0.0,2.0,120.0,475.0,394.0,5.0,994.0,2.0,7.0,7.0,0.0,16.0,1355.0
DeKalb,Flakes Mill Fire Station,2103.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,6.0,4.0,6.0,10.0,0.0,20.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,3.0,2.0,0.0,6.0,23.0,100.0,33.0,1.0,157.0,8.0,34.0,6.0,0.0,48.0,0.0,5.0,1.0,0.0,6.0,4.0,32.0,9.0,1.0,46.0,6.0,23.0,5.0,0.0,34.0,1.0,18.0,5.0,0.0,24.0,5.0,16.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,5.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,68.0,516.0,365.0,5.0,954.0,1.0,8.0,3.0,0.0,12.0,1360.0
DeKalb,Flat Shoals Library,2788.0,3.0,2.0,1.0,0.0,6.0,3.0,4.0,0.0,0.0,7.0,3.0,5.0,2.0,1.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,5.0,1.0,3.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,3.0,45.0,82.0,24.0,0.0,151.0,23.0,31.0,17.0,0.0,71.0,1.0,3.0,0.0,0.0,4.0,12.0,41.0,14.0,0.0,67.0,11.0,18.0,3.0,0.0,32.0,8.0,6.0,4.0,0.0,18.0,7.0,16.0,0.0,0.0,23.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,4.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,132.0,536.0,360.0,2.0,1030.0,1.0,7.0,7.0,0.0,15.0,1458.0
DeKalb,Freedom Middle,3227.0,1.0,0.0,3.0,0.0,4.0,1.0,5.0,3.0,0.0,9.0,17.0,14.0,21.0,0.0,52.0,1.0,2.0,1.0,0.0,4.0,1.0,3.0,2.0,0.0,6.0,0.0,4.0,0.0,0.0,4.0,6.0,1.0,3.0,0.0,10.0,48.0,123.0,58.0,4.0,233.0,20.0,42.0,10.0,2.0,74.0,1.0,0.0,1.0,0.0,2.0,12.0,39.0,17.0,1.0,69.0,10.0,30.0,10.0,0.0,50.0,16.0,40.0,32.0,0.0,88.0,8.0,20.0,6.0,0.0,34.0,2.0,2.0,1.0,0.0,5.0,3.0,4.0,1.0,0.0,8.0,1.0,4.0,4.0,0.0,9.0,0.0,2.0,0.0,0.0,2.0,169.0,585.0,433.0,3.0,1190.0,6.0,5.0,3.0,0.0,14.0,1867.0
DeKalb,Glennwood,2715.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,4.0,17.0,53.0,27.0,0.0,97.0,2.0,6.0,3.0,0.0,11.0,0.0,5.0,1.0,0.0,6.0,1.0,3.0,2.0,0.0,6.0,0.0,2.0,4.0,0.0,6.0,12.0,56.0,46.0,1.0,115.0,2.0,17.0,6.0,0.0,25.0,1.0,2.0,1.0,0.0,4.0,2.0,28.0,12.0,1.0,43.0,1.0,28.0,17.0,0.0,46.0,20.0,53.0,50.0,1.0,124.0,1.0,14.0,2.0,0.0,17.0,3.0,6.0,11.0,0.0,20.0,1.0,1.0,0.0,0.0,2.0,0.0,7.0,2.0,0.0,9.0,1.0,5.0,3.0,2.0,11.0,49.0,682.0,709.0,0.0,1440.0,2.0,4.0,1.0,0.0,7.0,1996.0
