County,Precinct,Registered Voters,Marjorie Taylor Greene (Rep)_Election Day Votes,Marjorie Taylor Greene (Rep)_Advanced Voting Votes,Marjorie Taylor Greene (Rep)_Absentee by Mail Votes,Marjorie Taylor Greene (Rep)_Provisional Votes,Marjorie Taylor Greene (Rep)_Choice Total,Kevin Van Ausdal (Dem)_Election Day Votes,Kevin Van Ausdal (Dem)_Advanced Voting Votes,Kevin Van Ausdal (Dem)_Absentee by Mail Votes,Kevin Van Ausdal (Dem)_Provisional Votes,Kevin Van Ausdal (Dem)_Choice Total,Total Votes,"Earl L. """"Buddy"""" Carter (I) (Rep)_Election Day Votes","Earl L. """"Buddy"""" Carter (I) (Rep)_Advanced Voting Votes","Earl L. """"Buddy"""" Carter (I) (Rep)_Absentee by Mail Votes","Earl L. """"Buddy"""" Carter (I) (Rep)_Provisional Votes","Earl L. """"Buddy"""" Carter (I) (Rep)_Choice Total",Joyce Marie Griggs (Dem)_Election Day Votes,Joyce Marie Griggs (Dem)_Advanced Voting Votes,Joyce Marie Griggs (Dem)_Absentee by Mail Votes,Joyce Marie Griggs (Dem)_Provisional Votes,Joyce Marie Griggs (Dem)_Choice Total,Becky E. Hites (Rep)_Election Day Votes,Becky E. Hites (Rep)_Advanced Voting Votes,Becky E. Hites (Rep)_Absentee by Mail Votes,Becky E. Hites (Rep)_Provisional Votes,Becky E. Hites (Rep)_Choice Total,David Scott (I) (Dem)_Election Day Votes,David Scott (I) (Dem)_Advanced Voting Votes,David Scott (I) (Dem)_Absentee by Mail Votes,David Scott (I) (Dem)_Provisional Votes,David Scott (I) (Dem)_Choice Total,Barry Loudermilk (I) (Rep)_Election Day Votes,Barry Loudermilk (I) (Rep)_Advanced Voting Votes,Barry Loudermilk (I) (Rep)_Absentee by Mail Votes,Barry Loudermilk (I) (Rep)_Provisional Votes,Barry Loudermilk (I) (Rep)_Choice Total,Dana Barrett (Dem)_Election Day Votes,Dana Barrett (Dem)_Advanced Voting Votes,Dana Barrett (Dem)_Absentee by Mail Votes,Dana Barrett (Dem)_Provisional Votes,Dana Barrett (Dem)_Choice Total,Rick W. Allen (I) (Rep)_Election Day Votes,Rick W. Allen (I) (Rep)_Advanced Voting Votes,Rick W. Allen (I) (Rep)_Absentee by Mail Votes,Rick W. Allen (I) (Rep)_Provisional Votes,Rick W. Allen (I) (Rep)_Choice Total,Liz Johnson (Dem)_Election Day Votes,Liz Johnson (Dem)_Advanced Voting Votes,Liz Johnson (Dem)_Absentee by Mail Votes,Liz Johnson (Dem)_Provisional Votes,Liz Johnson (Dem)_Choice Total,Jody Hice (I) (Rep)_Election Day Votes,Jody Hice (I) (Rep)_Advanced Voting Votes,Jody Hice (I) (Rep)_Absentee by Mail Votes,Jody Hice (I) (Rep)_Provisional Votes,Jody Hice (I) (Rep)_Choice Total,Tabitha Johnson-Green (Dem)_Election Day Votes,Tabitha Johnson-Green (Dem)_Advanced Voting Votes,Tabitha Johnson-Green (Dem)_Absentee by Mail Votes,Tabitha Johnson-Green (Dem)_Provisional Votes,Tabitha Johnson-Green (Dem)_Choice Total
Richmond,804,2096.0,,,,,,,,,,,1362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0,268.0,111.0,0.0,585.0,135.0,392.0,250.0,0.0,777.0,,,,,,,,,,
Richmond,804H,2863.0,,,,,,,,,,,1907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.0,436.0,212.0,0.0,1029.0,167.0,380.0,326.0,5.0,878.0,,,,,,,,,,
Richmond,805,798.0,,,,,,,,,,,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,84.0,28.0,0.0,174.0,68.0,183.0,114.0,1.0,366.0,,,,,,,,,,
Richmond,806,1212.0,,,,,,,,,,,813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.0,208.0,89.0,0.0,502.0,70.0,130.0,110.0,1.0,311.0,,,,,,,,,,
Richmond,807,1578.0,,,,,,,,,,,927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,111.0,54.0,0.0,250.0,127.0,307.0,242.0,1.0,677.0,,,,,,,,,,
Richmond,808,2366.0,,,,,,,,,,,1675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,386.0,181.0,0.0,873.0,158.0,361.0,282.0,1.0,802.0,,,,,,,,,,
Richmond,809,879.0,,,,,,,,,,,619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,25.0,14.0,0.0,52.0,75.0,301.0,189.0,2.0,567.0,,,,,,,,,,
Richmond,810,425.0,,,,,,,,,,,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,94.0,27.0,0.0,178.0,9.0,69.0,52.0,0.0,130.0,,,,,,,,,,
Laurens,FBC-FLC,4180.0,,,,,,,,,,,3034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0,1152.0,480.0,0.0,1980.0,173.0,530.0,350.0,1.0,1054.0,,,,,,,,,,
Laurens,Calhoun Park,6053.0,,,,,,,,,,,3217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,475.0,219.0,0.0,887.0,525.0,955.0,850.0,0.0,2330.0,,,,,,,,,,
Laurens,Fire Dept Sta 5,3672.0,,,,,,,,,,,2807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.0,1202.0,359.0,0.0,2082.0,132.0,374.0,219.0,0.0,725.0,,,,,,,,,,
Laurens,Buckeye,1047.0,,,,,,,,,,,710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0,123.0,59.0,0.0,393.0,77.0,105.0,134.0,1.0,317.0,,,,,,,,,,
Laurens,Burch,422.0,,,,,,,,,,,313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,45.0,38.0,0.0,248.0,19.0,13.0,33.0,0.0,65.0,,,,,,,,,,
Laurens,Cadwell,749.0,,,,,,,,,,,547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.0,125.0,50.0,1.0,473.0,29.0,26.0,19.0,0.0,74.0,,,,,,,,,,
Laurens,Brewton,1739.0,,,,,,,,,,,1144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.0,333.0,116.0,1.0,910.0,67.0,96.0,71.0,0.0,234.0,,,,,,,,,,
Laurens,Dudley,1121.0,,,,,,,,,,,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0,317.0,99.0,0.0,767.0,38.0,56.0,59.0,0.0,153.0,,,,,,,,,,
Laurens,Hampton Mill,1772.0,,,,,,,,,,,1329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.0,370.0,139.0,0.0,1154.0,77.0,43.0,55.0,0.0,175.0,,,,,,,,,,
Laurens,Harvard,406.0,,,,,,,,,,,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,39.0,27.0,0.0,167.0,48.0,37.0,25.0,0.0,110.0,,,,,,,,,,
Laurens,Minter,937.0,,,,,,,,,,,672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0,185.0,92.0,1.0,634.0,13.0,9.0,16.0,0.0,38.0,,,,,,,,,,
Laurens,Rural Fire Sta 17,2344.0,,,,,,,,,,,1564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.0,523.0,181.0,0.0,1190.0,102.0,147.0,125.0,0.0,374.0,,,,,,,,,,
Laurens,W T Adams Fire Sta 18,2090.0,,,,,,,,,,,1648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,614.0,173.0,0.0,1167.0,100.0,205.0,175.0,1.0,481.0,,,,,,,,,,
Laurens,Reedy Springs,894.0,,,,,,,,,,,672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.0,135.0,50.0,0.0,571.0,39.0,34.0,28.0,0.0,101.0,,,,,,,,,,
Laurens,Smith,3374.0,,,,,,,,,,,1915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0,454.0,173.0,0.0,1024.0,245.0,377.0,269.0,0.0,891.0,,,,,,,,,,
Laurens,LCFS 10 Valambrosia,2080.0,,,,,,,,,,,1394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,412.0,150.0,0.0,868.0,111.0,241.0,174.0,0.0,526.0,,,,,,,,,,
Brantley,Hoboken,3394.0,,,,,,,,,,,2297.0,625.0,1275.0,244.0,0.0,2144.0,39.0,70.0,44.0,0.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brantley,Nahunta,4208.0,,,,,,,,,,,2679.0,520.0,1657.0,254.0,4.0,2435.0,38.0,148.0,57.0,1.0,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brantley,Waynesville,4286.0,,,,,,,,,,,2435.0,758.0,1220.0,189.0,3.0,2170.0,66.0,107.0,92.0,0.0,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baldwin,South Milledgeville,1259.0,,,,,,,,,,,758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,120.0,31.0,0.0,190.0,94.0,285.0,189.0,0.0,568.0
Baldwin,City Hall Annex,957.0,,,,,,,,,,,469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,81.0,39.0,0.0,162.0,61.0,138.0,107.0,1.0,307.0
Baldwin,Boddie,1381.0,,,,,,,,,,,670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,77.0,22.0,0.0,137.0,134.0,234.0,165.0,0.0,533.0
Baldwin,Courthouse,506.0,,,,,,,,,,,274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,72.0,13.0,0.0,114.0,29.0,69.0,62.0,0.0,160.0
Baldwin,Fire Dept,1481.0,,,,,,,,,,,903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,141.0,36.0,0.0,218.0,91.0,344.0,250.0,0.0,685.0
Baldwin,North Milledgeville,2211.0,,,,,,,,,,,1642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,539.0,169.0,1.0,850.0,128.0,439.0,225.0,0.0,792.0
Baldwin,Meriweather,2832.0,,,,,,,,,,,2174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.0,908.0,231.0,0.0,1403.0,107.0,449.0,215.0,0.0,771.0
Baldwin,East Baldwin,3826.0,,,,,,,,,,,2693.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0,1071.0,226.0,0.0,1574.0,176.0,620.0,323.0,0.0,1119.0
Baldwin,Scottsboro,1101.0,,,,,,,,,,,682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,229.0,50.0,3.0,412.0,58.0,119.0,93.0,0.0,270.0
Baldwin,North Baldwin,3515.0,,,,,,,,,,,2681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.0,1372.0,267.0,0.0,1956.0,79.0,373.0,273.0,0.0,725.0
Baldwin,West Baldwin,1862.0,,,,,,,,,,,1316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,474.0,108.0,0.0,759.0,92.0,275.0,190.0,0.0,557.0
Baldwin,East Hardwick,1313.0,,,,,,,,,,,638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,64.0,29.0,0.0,141.0,117.0,206.0,174.0,0.0,497.0
Baldwin,West Hardwick,2903.0,,,,,,,,,,,1763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,269.0,75.0,0.0,413.0,251.0,613.0,486.0,0.0,1350.0
Baldwin,Coopers,1574.0,,,,,,,,,,,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,429.0,75.0,0.0,772.0,61.0,134.0,104.0,0.0,299.0
Effingham,1A,1965.0,,,,,,,,,,,1459.0,397.0,654.0,115.0,1.0,1167.0,64.0,139.0,89.0,0.0,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effingham,1B,3005.0,,,,,,,,,,,1259.0,447.0,487.0,124.0,1.0,1059.0,68.0,71.0,61.0,0.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effingham,1C,1446.0,,,,,,,,,,,992.0,420.0,301.0,78.0,0.0,799.0,79.0,67.0,47.0,0.0,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effingham,1D,2031.0,,,,,,,,,,,1428.0,550.0,570.0,121.0,1.0,1242.0,49.0,68.0,69.0,0.0,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effingham,2A,3038.0,,,,,,,,,,,2246.0,630.0,924.0,224.0,1.0,1779.0,96.0,229.0,142.0,0.0,467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effingham,2B,3010.0,,,,,,,,,,,2057.0,535.0,791.0,197.0,0.0,1523.0,115.0,251.0,167.0,1.0,534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effingham,2C,4621.0,,,,,,,,,,,3328.0,665.0,1505.0,306.0,3.0,2479.0,150.0,409.0,290.0,0.0,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effingham,4B,1888.0,,,,,,,,,,,502.0,64.0,189.0,27.0,0.0,280.0,37.0,100.0,85.0,0.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effingham,5A,2924.0,,,,,,,,,,,1982.0,438.0,954.0,183.0,0.0,1575.0,87.0,202.0,116.0,2.0,407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effingham,5B,3962.0,,,,,,,,,,,2661.0,486.0,1053.0,206.0,1.0,1746.0,192.0,465.0,258.0,0.0,915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effingham,5C,1684.0,,,,,,,,,,,1212.0,251.0,517.0,111.0,1.0,880.0,63.0,167.0,101.0,1.0,332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effingham,1B,3005.0,,,,,,,,,,,819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,451.0,70.0,0.0,696.0,24.0,52.0,47.0,0.0,123.0,,,,,,,,,,
Effingham,3A,1398.0,,,,,,,,,,,996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.0,428.0,88.0,0.0,833.0,49.0,67.0,47.0,0.0,163.0,,,,,,,,,,
Effingham,3B,1553.0,,,,,,,,,,,1116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,397.0,76.0,0.0,734.0,138.0,141.0,103.0,0.0,382.0,,,,,,,,,,
Effingham,3C,2060.0,,,,,,,,,,,1410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.0,695.0,121.0,1.0,1110.0,71.0,178.0,50.0,1.0,300.0,,,,,,,,,,
Effingham,3D,3125.0,,,,,,,,,,,2184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.0,1017.0,151.0,3.0,1622.0,148.0,264.0,148.0,2.0,562.0,,,,,,,,,,
Effingham,4A,3726.0,,,,,,,,,,,2529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.0,1250.0,224.0,0.0,1958.0,100.0,312.0,159.0,0.0,571.0,,,,,,,,,,
Effingham,4B,1888.0,,,,,,,,,,,745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,343.0,80.0,0.0,590.0,36.0,67.0,52.0,0.0,155.0,,,,,,,,,,
Effingham,4C,2837.0,,,,,,,,,,,1912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,988.0,190.0,0.0,1605.0,70.0,120.0,117.0,0.0,307.0,,,,,,,,,,
Clayton,Jonesboro 1,3244.0,,,,,,,,,,,1963.0,,,,,,,,,,,29.0,67.0,49.0,1.0,146.0,280.0,938.0,595.0,4.0,1817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Jonesboro 2,4345.0,,,,,,,,,,,2522.0,,,,,,,,,,,42.0,64.0,35.0,3.0,144.0,369.0,1266.0,735.0,8.0,2378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Jonesboro 3,4107.0,,,,,,,,,,,2609.0,,,,,,,,,,,73.0,208.0,111.0,0.0,392.0,273.0,1168.0,768.0,8.0,2217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Jonesboro 4,2574.0,,,,,,,,,,,1170.0,,,,,,,,,,,46.0,73.0,51.0,2.0,172.0,211.0,512.0,271.0,4.0,998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Jonesboro 5,2064.0,,,,,,,,,,,1301.0,,,,,,,,,,,65.0,128.0,65.0,0.0,258.0,230.0,512.0,301.0,0.0,1043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Jonesboro 6,2574.0,,,,,,,,,,,1950.0,,,,,,,,,,,114.0,471.0,242.0,0.0,827.0,108.0,516.0,496.0,3.0,1123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Jonesboro 7,3174.0,,,,,,,,,,,1984.0,,,,,,,,,,,44.0,189.0,107.0,0.0,340.0,273.0,883.0,482.0,6.0,1644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Jonesboro 9,1759.0,,,,,,,,,,,771.0,,,,,,,,,,,42.0,41.0,38.0,1.0,122.0,138.0,316.0,192.0,3.0,649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Jonesboro 10,3398.0,,,,,,,,,,,1585.0,,,,,,,,,,,43.0,68.0,49.0,1.0,161.0,332.0,681.0,406.0,5.0,1424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Jonesboro 11,3863.0,,,,,,,,,,,2563.0,,,,,,,,,,,69.0,247.0,131.0,2.0,449.0,261.0,1130.0,721.0,2.0,2114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Jonesboro 12,3067.0,,,,,,,,,,,1700.0,,,,,,,,,,,28.0,53.0,33.0,0.0,114.0,307.0,837.0,426.0,16.0,1586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Jonesboro 13,2140.0,,,,,,,,,,,1427.0,,,,,,,,,,,71.0,85.0,39.0,0.0,195.0,214.0,656.0,359.0,3.0,1232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Jonesboro 14,4116.0,,,,,,,,,,,2927.0,,,,,,,,,,,98.0,403.0,260.0,0.0,761.0,249.0,1175.0,737.0,5.0,2166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Jonesboro 15,2872.0,,,,,,,,,,,1280.0,,,,,,,,,,,17.0,66.0,38.0,1.0,122.0,247.0,655.0,250.0,6.0,1158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Jonesboro 16,2560.0,,,,,,,,,,,1338.0,,,,,,,,,,,52.0,66.0,56.0,0.0,174.0,289.0,538.0,332.0,5.0,1164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Jonesboro 17,3359.0,,,,,,,,,,,1692.0,,,,,,,,,,,33.0,55.0,31.0,0.0,119.0,298.0,774.0,491.0,10.0,1573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Jonesboro 18,3301.0,,,,,,,,,,,1851.0,,,,,,,,,,,39.0,115.0,61.0,0.0,215.0,325.0,881.0,425.0,5.0,1636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Jonesboro 19,3299.0,,,,,,,,,,,1852.0,,,,,,,,,,,33.0,82.0,40.0,0.0,155.0,287.0,884.0,516.0,10.0,1697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Lovejoy 1,4061.0,,,,,,,,,,,2589.0,,,,,,,,,,,67.0,167.0,74.0,0.0,308.0,306.0,1350.0,623.0,2.0,2281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Lovejoy 2,3611.0,,,,,,,,,,,2025.0,,,,,,,,,,,47.0,141.0,48.0,1.0,237.0,230.0,1079.0,473.0,6.0,1788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Lovejoy 3,1666.0,,,,,,,,,,,1242.0,,,,,,,,,,,21.0,97.0,67.0,0.0,185.0,114.0,588.0,352.0,3.0,1057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Lovejoy 4,4149.0,,,,,,,,,,,2672.0,,,,,,,,,,,36.0,137.0,63.0,0.0,236.0,277.0,1529.0,627.0,3.0,2436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Lovejoy 5,3451.0,,,,,,,,,,,1964.0,,,,,,,,,,,32.0,84.0,52.0,0.0,168.0,289.0,1010.0,482.0,15.0,1796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Lovejoy 6,3708.0,,,,,,,,,,,2324.0,,,,,,,,,,,33.0,109.0,69.0,1.0,212.0,279.0,1232.0,592.0,9.0,2112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Lovejoy 7,2779.0,,,,,,,,,,,1442.0,,,,,,,,,,,51.0,136.0,29.0,2.0,218.0,237.0,762.0,219.0,6.0,1224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Panhandle 1,2895.0,,,,,,,,,,,2032.0,,,,,,,,,,,39.0,101.0,55.0,0.0,195.0,233.0,1036.0,566.0,2.0,1837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Panhandle 2,3382.0,,,,,,,,,,,2316.0,,,,,,,,,,,88.0,266.0,101.0,1.0,456.0,268.0,1109.0,478.0,5.0,1860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Riverdale 1,2330.0,,,,,,,,,,,1551.0,,,,,,,,,,,14.0,53.0,30.0,1.0,98.0,179.0,828.0,439.0,7.0,1453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Riverdale 2,3431.0,,,,,,,,,,,1887.0,,,,,,,,,,,32.0,41.0,27.0,1.0,101.0,300.0,910.0,551.0,25.0,1786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Riverdale 3,3650.0,,,,,,,,,,,2161.0,,,,,,,,,,,28.0,56.0,43.0,0.0,127.0,336.0,1095.0,599.0,4.0,2034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Riverdale 4,4362.0,,,,,,,,,,,2255.0,,,,,,,,,,,32.0,101.0,64.0,1.0,198.0,432.0,976.0,641.0,8.0,2057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Riverdale 5,2970.0,,,,,,,,,,,1684.0,,,,,,,,,,,43.0,62.0,40.0,1.0,146.0,301.0,807.0,420.0,10.0,1538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Riverdale 6,3661.0,,,,,,,,,,,1588.0,,,,,,,,,,,55.0,82.0,61.0,0.0,198.0,345.0,644.0,391.0,10.0,1390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Riverdale 7,3020.0,,,,,,,,,,,1314.0,,,,,,,,,,,45.0,82.0,53.0,1.0,181.0,294.0,515.0,313.0,11.0,1133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Riverdale 8,2895.0,,,,,,,,,,,1905.0,,,,,,,,,,,34.0,84.0,60.0,0.0,178.0,234.0,887.0,602.0,4.0,1727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Riverdale 9,2653.0,,,,,,,,,,,1530.0,,,,,,,,,,,30.0,79.0,52.0,0.0,161.0,267.0,710.0,387.0,5.0,1369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Riverdale 10,3176.0,,,,,,,,,,,1363.0,,,,,,,,,,,23.0,25.0,8.0,0.0,56.0,325.0,681.0,297.0,4.0,1307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Riverdale 11,1881.0,,,,,,,,,,,1160.0,,,,,,,,,,,16.0,30.0,16.0,0.0,62.0,165.0,615.0,317.0,1.0,1098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Riverdale 12,3065.0,,,,,,,,,,,1858.0,,,,,,,,,,,47.0,50.0,44.0,0.0,141.0,287.0,902.0,524.0,4.0,1717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fayette,Europe,3310.0,,,,,,,,,,,2397.0,,,,,,,,,,,46.0,150.0,79.0,2.0,277.0,199.0,1127.0,781.0,13.0,2120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fayette,Hopeful,2309.0,,,,,,,,,,,1613.0,,,,,,,,,,,145.0,328.0,99.0,0.0,572.0,158.0,517.0,365.0,1.0,1041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fayette,Morning Creek,3059.0,,,,,,,,,,,2187.0,,,,,,,,,,,109.0,417.0,278.0,0.0,804.0,154.0,710.0,519.0,0.0,1383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fayette,Sandy Creek,4848.0,,,,,,,,,,,1003.0,,,,,,,,,,,38.0,339.0,88.0,1.0,466.0,42.0,328.0,167.0,0.0,537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fayette,Kenwood,1014.0,,,,,,,,,,,753.0,,,,,,,,,,,47.0,62.0,41.0,0.0,150.0,92.0,296.0,213.0,2.0,603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fayette,Banks,1624.0,,,,,,,,,,,1134.0,,,,,,,,,,,118.0,239.0,162.0,0.0,519.0,112.0,273.0,230.0,0.0,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fayette,Dogwood,3092.0,,,,,,,,,,,891.0,,,,,,,,,,,71.0,351.0,93.0,0.0,515.0,46.0,189.0,141.0,0.0,376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fayette,Oak Ridge,2225.0,,,,,,,,,,,1598.0,,,,,,,,,,,121.0,288.0,168.0,1.0,578.0,133.0,470.0,411.0,6.0,1020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson,Stapleton Crossroads,441.0,,,,,,,,,,,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,100.0,18.0,1.0,187.0,31.0,35.0,49.0,1.0,116.0
Jefferson,Matthews,621.0,,,,,,,,,,,442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,90.0,40.0,1.0,311.0,38.0,56.0,37.0,0.0,131.0
Jefferson,Wrens,2870.0,,,,,,,,,,,1840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,498.0,117.0,0.0,871.0,297.0,365.0,304.0,3.0,969.0
